ID	DOCULECT	CONCEPT	SPANISH	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	NOTES
3130	Chakobo	kill	matar	kaka	kaka	k a k a		641		
3131	Chakobo	kill	matar	tɨpas	tɨpas	t ɨ p a s		550		
3132	Pakawara	kill	matar	aha	aha	a h a		639		
3133	Kakataibo	kill	matar	rɨ	rɨ	r ɨ		638		
3134	Kaxarari	kill	matar	?a	ʔa	ʔ a		639		
3135	Mastanawa	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3136	Chaninawa	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3137	Sharanawa	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3138	Amawaka	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3139	Nawa	kill	matar	ɾɨtɨj	ɾɨtɨj	ɾ ɨ t ɨ dʒ		638		
3140	Marinawa	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3141	Yaminawa	kill	matar	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ		638		
3142	Kashinawa_P	kill	matar	tɨnja	tɨnja	t ɨ n j a		647		
3143	Araona	kill	matar	iše	iše	i ʃ e		648		
3144	Tacana	kill	matar	mano-a-me-	manoame	m a n o a m e		643		
3145	Cavinena	kill	matar	iye-ya	iyeya	i j e j a		648		
3146	Ese_ejja	kill	matar	kekʷa-	kekʷa	k e kʷ a		641		
3147	Matses	hit	golpear pegar	kues	kues	k u e s	hit	515		
3148	Matis	hit	golpear pegar	kues	kues	k u e s	hit	515		
3149	Marubo	hit	golpear pegar	riʃki	riʃki	r i ʃ k i		587		
3150	Katukina	hit	golpear pegar	rixki	rixki	r i x k i		587		
3151	Shipibo_Konibo	hit	golpear pegar	riʃki	riʃki	r i ʃ k i		587		
3152	Kapanawa	hit	golpear pegar	riʃki	riʃki	r i ʃ k i		587		
3153	Arara	hit	golpear pegar	kɨʃa	kɨʃa	k ɨ ʃ a		585		
3154	Shanenawa	hit	golpear pegar	kuʂa	kuʂa	k u ʂ a		585		
3155	Yawanawa	hit	golpear pegar	kuʃa	kuʃa	k u ʃ a		585		
3156	Poyanawa	hit	golpear pegar	burutu	burutu	b u r u t u		592		
3157	Iskonawa	hit	golpear pegar	mɨ	mɨ	m ɨ		588		
3158	Chakobo	hit	golpear pegar	tʃaka	tʃaka	tʃ a k a		589		
3159	Chakobo	hit	golpear pegar	tuʂ	tuʂ	t u ʂ		532		
3160	Chakobo	hit	golpear pegar	raʃi	raʃi	r a ʃ i		590		
3161	Kakataibo	hit	golpear pegar	mɨ	mɨ	m ɨ		588		
3162	Mastanawa	hit	golpear pegar	kuʂa	kuʂa	k u ʂ a		585		
3163	Chaninawa	hit	golpear pegar	sɨtɨ	sɨtɨ	s ɨ t ɨ		586		
3164	Chaninawa	hit	golpear pegar	kuʃa	kuʃa	k u ʃ a		585		
3165	Sharanawa	hit	golpear pegar	t͡sɨtɨ	t͡sɨtɨ	ts ɨ t ɨ		586		
3166	Amawaka	hit	golpear pegar	mɨʔɨ	mɨʔɨ	m ɨ ʔ ɨ		588		
3167	Nawa	hit	golpear pegar	sɨtɨj	sɨtɨj	s ɨ t ɨ dʒ		586		
3168	Marinawa	hit	golpear pegar	sɨtɨ	sɨtɨ	s ɨ t ɨ		586		
3169	Yaminawa	hit	golpear pegar	sɨtɨ	sɨtɨ	s ɨ t ɨ		586		
3170	Kashinawa_P	hit	golpear pegar	ʧaka	ʧaka	tʃ a k a		589		
3171	Araona	hit	golpear pegar	ishe	ishe	i ʃ e		595		
3172	Tacana	hit	golpear pegar	dhapuja	dhapuja	dʱ a p u j a		591		
3173	Cavinena	hit	golpear pegar	miriya	miriya	m i r i j a		593		
3174	Ese_ejja	hit	golpear pegar	cueaqueanaje	cueaqueanaje	c u e a q u e a n a j e		594		
3175	Matses	fight	pelear luchar	kues-nan	kuesnan	k u e s + n a n	hit _nan	395		
3176	Matis	fight	pelear luchar	kues-nan	kuesnan	k u e s + n a n	hit _nan	395		
3177	Marubo	fight	pelear luchar	wɨakinan	wɨakinan	w ɨ a k i n a n		393		
3178	Shipibo_Konibo	fight	pelear luchar	rɨtianan	rɨtianan	r ɨ t i + a n a n	kill anan	394		
3179	Kapanawa	fight	pelear luchar	rɨtɨnankan	rɨtɨnankan	r ɨ t ɨ + n a n k a n	kill nankan	392		
3180	Arara	fight	pelear luchar	rɨtɨ	rɨtɨ	r ɨ t ɨ		394		
3181	Poyanawa	fight	pelear luchar	ikina	ikina	i k i n a		321		
3182	Iskonawa	fight	pelear luchar	muʃa	muʃa	m u ʃ a		396		
3183	Chakobo	fight	pelear luchar	niana	niana	n i a n a		393		
3184	Chakobo	fight	pelear luchar	ikina	ikina	i k i n a		321		
3185	Kakataibo	fight	pelear luchar	mɨanan	mɨanan	m ɨ a n a n		393		
3186	Mastanawa	fight	pelear luchar	ʂɨtɨna	ʂɨtɨna	ʂ ɨ t ɨ n a		392		
3187	Chaninawa	fight	pelear luchar	sɨtɨnan	sɨtɨnan	s ɨ t ɨ n a n		392		
3188	Sharanawa	fight	pelear luchar	t͡sɨtɨnaka	t͡sɨtɨnaka	ts ɨ t ɨ n a k a		392		
3189	Amawaka	fight	pelear luchar	mɨʔɨna	mɨʔɨna	m ɨ ʔ ɨ n a		316		
3190	Nawa	fight	pelear luchar	ʂɨtɨnaj	ʂɨtɨnaj	ʂ ɨ t ɨ n a dʒ		392		
3191	Marinawa	fight	pelear luchar	ʂɨtɨna	ʂɨtɨna	ʂ ɨ t ɨ n a		392		
3192	Yaminawa	fight	pelear luchar	ʂɨtɨna	ʂɨtɨna	ʂ ɨ t ɨ n a		392		
3193	Kashinawa_P	fight	pelear luchar	dɨtja	dɨtja	d ɨ t j a		398		
3194	Kashinawa_P	fight	pelear luchar	ʂutu	ʂutu	ʂ u t u		400		
3195	Tacana	fight	pelear luchar	jaicheti	jaicheti	j a i tʃ e t i		399		
3196	Cavinena	fight	pelear luchar	catiya	catiya	c a t i j a		397		
3197	Ese_ejja	fight	pelear luchar	jjacuiaquinaje	jjacuiaquinaje	dʒː a c u i a q u i n a j e		401		
3198	Matses	stab [or pierce]	penetrar (perforando)	se	se	s e	stab	1606		
3199	Matis	stab [or pierce]	penetrar (perforando)	tuska	tuska	t u s + k a	stab _ka	1174		
3200	Marubo	stab [or pierce]	penetrar (perforando)	rɨtɨ	rɨtɨ	r ɨ t ɨ		1605		
3201	Shipibo_Konibo	stab [or pierce]	penetrar (perforando)	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168		
3202	Kapanawa	stab [or pierce]	penetrar (perforando)	nakuki	nakuki	n a k u k i		1178		
3203	Kapanawa	stab [or pierce]	penetrar (perforando)	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168		
3204	Poyanawa	stab [or pierce]	penetrar (perforando)	du	du	d u		1175		
3205	Iskonawa	stab [or pierce]	penetrar (perforando)	masta	masta	m a s t a		1170		
3206	Chakobo	stab [or pierce]	penetrar (perforando)	tsaka	tsaka	ts a k a		1169		
3207	Kakataibo	stab [or pierce]	penetrar (perforando)	tʃatʃi	tʃatʃi	tʃ a tʃ i		1168		
3208	Kaxarari	stab [or pierce]	penetrar (perforando)	tʃulawa	tʃulawa	tʃ u l a w a		1173		
3209	Kaxarari	stab [or pierce]	penetrar (perforando)	poha	poha	p o h a		1177		
3210	Mastanawa	stab [or pierce]	penetrar (perforando)	sɨwɨ	sɨwɨ	s ɨ w ɨ		1167		
3211	Chaninawa	stab [or pierce]	penetrar (perforando)	ʂu	ʂu	ʂ u		1167		
3212	Sharanawa	stab [or pierce]	penetrar (perforando)	ʂu	ʂu	ʂ u		1167		
3213	Amawaka	stab [or pierce]	penetrar (perforando)	çuwi	çuwi	ç u w i		1167		
3214	Nawa	stab [or pierce]	penetrar (perforando)	bastaj	bastaj	b a s t a dʒ		1170		
3215	Marinawa	stab [or pierce]	penetrar (perforando)	tsɨwɨ	tsɨwɨ	ts ɨ w ɨ		1167		
3216	Yaminawa	stab [or pierce]	penetrar (perforando)	ʂuwiwa	ʂuwiwa	ʂ u w i w a		1167		
3217	Kashinawa_P	stab [or pierce]	penetrar (perforando)	ʂukja	ʂukja	ʂ u k j a		1167		
3218	Araona	stab [or pierce]	penetrar (perforando)	mewe-ana	meweana	m e w e a n a		1171		
3219	Tacana	stab [or pierce]	penetrar (perforando)	werara	werara	w e r a r a		1176		
3220	Cavinena	stab [or pierce]	penetrar (perforando)	sakua	sakua	s a k u a		1169		
3221	Ese_ejja	stab [or pierce]	penetrar (perforando)	?	ʔ	ʔ		1172		
3222	Matses	cut [verb]	cortar	te	te	t e	cut	195		
3223	Matis	cut [verb]	cortar	te	te	t e		195		
3224	Marubo	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3225	Katukina	cut [verb]	cortar	rera	rera	r e r a		206		
3226	Shipibo_Konibo	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3227	Kapanawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3228	Arara	cut [verb]	cortar	ʃati	ʃati	ʃ a t i		193		
3229	Shanenawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3230	Yawanawa	cut [verb]	cortar	wɨʃa	wɨʃa	w ɨ ʃ a		203		
3231	Nukini	cut [verb]	cortar	hatɨ	hatɨ	h a t ɨ		193		
3232	Poyanawa	cut [verb]	cortar	marka	marka	m a r k a		204		
3233	Iskonawa	cut [verb]	cortar	hatɨ	hatɨ	h a t ɨ		193		
3234	Chakobo	cut [verb]	cortar	pɨrɨʂa	pɨrɨʂa	p ɨ r ɨ ʂ a		209		
3235	Chakobo	cut [verb]	cortar	tsɨi?a	tsɨiʔa	ts ɨ i ʔ a		201		
3236	Chakobo	cut [verb]	cortar	kɨɨsa	kɨɨsa	k ɨː s a		198		
3237	Kakataibo	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3238	Kaxarari	cut [verb]	cortar	buʂte	buʂte	b u ʂ t e		205		
3239	Mastanawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3240	Chaninawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3241	Sharanawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3242	Amawaka	cut [verb]	cortar	çatɨ	çatɨ	ç a t ɨ		193		
3243	Nawa	cut [verb]	cortar	ʂatɨj	ʂatɨj	ʂ a t ɨ dʒ		193		
3244	Marinawa	cut [verb]	cortar	ʂatɨ	ʂatɨ	ʂ a t ɨ		193		
3245	Yaminawa	cut [verb]	cortar	ʂata	ʂata	ʂ a t a		193		
3246	Kashinawa_P	cut [verb]	cortar	mɨʂtja	mɨʂtja	m ɨ ʂ t j a		207		
3247	Araona	cut [verb]	cortar	jikui	jikui	j i k u i		196		
3248	Araona	cut [verb]	cortar	kue	kue	k u e		202		
3249	Araona	cut [verb]	cortar	sasa	sasa	s a s a		200		
3250	Araona	cut [verb]	cortar	jala	jala	j a l a		197		
3251	Tacana	cut [verb]	cortar	raja	raja	r a j a		194		
3252	Tacana	cut [verb]	cortar	dhadha	dhadha	dʱ a d́ʱ a		193		
3253	Cavinena	cut [verb]	cortar	racaya	racaya	r a c a j a		194		
3254	Cavinena	cut [verb]	cortar	raruya	raruya	r a r u j a		194		
3255	Cavinena	cut [verb]	cortar	tubuya	tubuya	t u b u j a		199		
3256	Ese_ejja	cut [verb]	cortar	jehuinaje	jehuinaje	j e h u i n a j e		208		
3257	Matses	split	partir hender	kuɨʂ	kuɨʂ	k u ɨ ʂ	split	1602		
3258	Matis	split	partir hender	pos	pos	p o s		1601		
3259	Marubo	split	partir hender	tuʂa	tuʂa	t u ʂ a		1599		
3260	Shipibo_Konibo	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3261	Kapanawa	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3262	Yawanawa	split	partir hender	kɨʃa	kɨʃa	k ɨ ʃ a		1141		
3263	Iskonawa	split	partir hender	kahkɨ	kahkɨ	k a h k ɨ		1138		
3264	Chakobo	split	partir hender	matuʂ	matuʂ	m a t u ʂ		1140		
3265	Kakataibo	split	partir hender	tuka	tuka	t u k a		1139		
3266	Mastanawa	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3267	Chaninawa	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3268	Sharanawa	split	partir hender	tɨkɨ	tɨkɨ	t ɨ k ɨ		1139		
3269	Amawaka	split	partir hender	çatɨ	çatɨ	ç a t ɨ		1142		
3270	Nawa	split	partir hender	pɨʂaj	pɨʂaj	p ɨ ʂ a dʒ		1600		
3271	Marinawa	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3272	Yaminawa	split	partir hender	kaʂkɨ	kaʂkɨ	k a ʂ k ɨ		1138		
3273	Kashinawa_P	split	partir hender	pɨʂa	pɨʂa	p ɨ ʂ a		1600		
3274	Kashinawa_P	split	partir hender	kaʂki	kaʂki	k a ʂ k i		1138		
3275	Araona	split	partir hender	noi	noi	n o i		1143		
3276	Araona	split	partir hender	sala	sala	s a l a		1146		
3277	Araona	split	partir hender	tozo	tozo	t o z o		1603		
3278	Araona	split	partir hender	tibi	tibi	t i b i		1148		
3279	Tacana	split	partir hender	dha	dha	dʱ a		1145		
3280	Tacana	split	partir hender	ped'u	ped'u	p e d u		1147		
3281	Ese_ejja	split	partir hender	cuayanaje	cuayanaje	c u a j a n a j e		1144		
3282	Matses	scratch [an itch]	rascar	ʃueʃka	ʃueʃka	ʃ u e ʃ k a	sues _ka	985		
3283	Matis	scratch [an itch]	rascar	ʂɨkɨdke	ʂɨkɨdke	ʂ ɨ k ɨ d + k e	scratch _ke	990		
3284	Marubo	scratch [an itch]	rascar	turɨska	turɨska	t u r ɨ s + k a	scratch _ka	985		
3285	Katukina	scratch [an itch]	rascar	rani	rani	r a n i		986		
3286	Shipibo_Konibo	scratch [an itch]	rascar	ʂua	ʂua	ʂ u a		983		
3287	Kapanawa	scratch [an itch]	rascar	raβɨʂ	raβɨʂ	r a β ɨ ʂ		972		
3288	Kapanawa	scratch [an itch]	rascar	ʂua	ʂua	ʂ u a		983		
3289	Shanenawa	scratch [an itch]	rascar	ʂua	ʂua	ʂ u a		983		
3290	Iskonawa	scratch [an itch]	rascar	ʧuɨh ʧuɨh ik	ʧuɨh ʧuɨh ik	tʃ u ɨ h # tʃ u ɨ h # i k		993		
3291	Chakobo	scratch [an itch]	rascar	ʂua	ʂua	ʂ u a		983		
3292	Kakataibo	scratch [an itch]	rascar	ʂua	ʂua	ʂ u a		983		
3293	Mastanawa	scratch [an itch]	rascar	ʂuwa	ʂuwa	ʂ u w a		983		
3294	Chaninawa	scratch [an itch]	rascar	ʂuwa	ʂuwa	ʂ u w a		983		
3295	Sharanawa	scratch [an itch]	rascar	ʂuwa	ʂuwa	ʂ u w a		983		
3296	Amawaka	scratch [an itch]	rascar	çuwa	çuwa	ç u w a		983		
3297	Nawa	scratch [an itch]	rascar	ʂuwaj	ʂuwaj	ʂ u w a dʒ		983		
3298	Marinawa	scratch [an itch]	rascar	ʂu	ʂu	ʂ u		983		
3299	Yaminawa	scratch [an itch]	rascar	ʂuwa	ʂuwa	ʂ u w a		983		
3300	Kashinawa_P	scratch [an itch]	rascar	ʂwaj	ʂwaj	ʂʷ a dʒ		983		
3301	Araona	scratch [an itch]	rascar	meli	meli	m e l i		994		
3302	Araona	scratch [an itch]	rascar	dede	dede	d e d e		984		
3303	Araona	scratch [an itch]	rascar	zeo	zeo	z e o		987		
3304	Tacana	scratch [an itch]	rascar	tuadheri	tuadheri	t u a d́ʱ e r i		989		
3305	Tacana	scratch [an itch]	rascar	jameriti	jameriti	j a m e r i t i		988		
3306	Tacana	scratch [an itch]	rascar	tadhi	tadhi	t a d́ʱ i		984		
3307	Cavinena	scratch [an itch]	rascar	jehuiya	jehuiya	j e h u i j a		992		
3308	Ese_ejja	scratch [an itch]	rascar	niñinaje	niñinaje	n i ɲ i n a j e		991		
3309	Matses	dig	cavar escarbar	wɨdɨʂka	wɨdɨʂka	w ɨ d ɨ ʂ k a	dig _ka	242		
3310	Matis	dig	cavar escarbar	naʂ	naʂ	n a ʂ		243		
3311	Marubo	dig	cavar escarbar	pukin	pukin	p u k i n		232		
3312	Shipibo_Konibo	dig	cavar escarbar	tʃinit	tʃinit	tʃ i n i t		239		
3313	Kapanawa	dig	cavar escarbar	pukin	pukin	p u k i n		232		
3314	Shanenawa	dig	cavar escarbar	maipɨju	maipɨju	m a i p ɨ j u		234		
3315	Yawanawa	dig	cavar escarbar	natsa	natsa	n a ts a		237		
3316	Iskonawa	dig	cavar escarbar	pɨnaha	pɨnaha	p ɨ n a h a		246		
3317	Chakobo	dig	cavar escarbar	wɨyu	wɨyu	w ɨ j u		248		
3318	Kakataibo	dig	cavar escarbar	naɨ	naɨ	n a ɨ		235		
3319	Kaxarari	dig	cavar escarbar	tʃil	tʃil	tʃ i l		244		
3320	Mastanawa	dig	cavar escarbar	punʔi	punʔi	p u n ʔ i		232		
3321	Mastanawa	dig	cavar escarbar	piwɨ	piwɨ	p i w ɨ		234		
3322	Chaninawa	dig	cavar escarbar	pɨwɨj	pɨwɨj	p ɨ w ɨ dʒ		234		
3323	Sharanawa	dig	cavar escarbar	ʂuwi	ʂuwi	ʂ u w i		240		
3324	Sharanawa	dig	cavar escarbar	kidi	kidi	k i d i		233		
3325	Amawaka	dig	cavar escarbar	puki	puki	p u k i		232		
3326	Nawa	dig	cavar escarbar	puki	puki	p u k i		232		
3327	Marinawa	dig	cavar escarbar	kindi	kindi	k i n d i		233		
3328	Yaminawa	dig	cavar escarbar	punʔi	punʔi	p u n ʔ i		232		
3329	Kashinawa_P	dig	cavar escarbar	pukja	pukja	p u k j a		232		
3330	Kashinawa_P	dig	cavar escarbar	kini	kini	k i n i		233		
3331	Kashinawa_B	dig	cavar escarbar	βaʂã	βaʂã	β a ʂ ã		245		
3332	Araona	dig	cavar escarbar	loe	loe	l o e		249		
3333	Tacana	dig	cavar escarbar	peda	peda	p e d a		238		
3334	Cavinena	dig	cavar escarbar	puruya	puruya	p u r u j a		236		
3335	Ese_ejja	dig	cavar escarbar	teonaje	teonaje	t e o n a j e		247		
3336	Matses	squeeze	apretar	tsuidka	tsuidka	ts u i d k a	squeeze _ka	1604		
3337	Matis	squeeze	apretar	tsuidka	tsuidka	ts u i d + k a	squeeze _ka	1604		
3338	Marubo	squeeze	apretar	tɨju	tɨju	t ɨ j u		1152		
3339	Shipibo_Konibo	squeeze	apretar	βitaʂ	βitaʂ	β i t a ʂ		1151		
3340	Kapanawa	squeeze	apretar	βitaʂ	βitaʂ	β i t a ʂ		1151		
3341	Shanenawa	squeeze	apretar	rɨiu	rɨiu	r ɨ i u		1158		
3342	Iskonawa	squeeze	apretar	mutsara	mutsara	m u ts a r a		1156		
3343	Chakobo	squeeze	apretar	nɨtsi	nɨtsi	n ɨ ts i		1166		
3344	Chakobo	squeeze	apretar	tsiakana	tsiakana	ts i a k a n a		1149		
3345	Kakataibo	squeeze	apretar	tsɨnka	tsɨnka	ts ɨ n k a		1149		
3346	Mastanawa	squeeze	apretar	jɨɾɨa	jɨɾɨa	j ɨ ɾ ɨ a		1150		
3347	Chaninawa	squeeze	apretar	jɨɾɨaki	jɨɾɨaki	j ɨ ɾ ɨ a k i		1150		
3348	Sharanawa	squeeze	apretar	jɨɾɨaki	jɨɾɨaki	j ɨ ɾ ɨ a k i		1150		
3349	Amawaka	squeeze	apretar	at͡ʃi	at͡ʃi	a tʃ i		1153		
3350	Nawa	squeeze	apretar	jɨɾaki	jɨɾaki	j ɨ ɾ a k i		1150		
3351	Marinawa	squeeze	apretar	jɨɾɨa	jɨɾɨa	j ɨ ɾ ɨ a		1150		
3352	Yaminawa	squeeze	apretar	lɨjɨwi	lɨjɨwi	l ɨ j ɨ w i		1160		
3353	Kashinawa_P	squeeze	apretar	tsinkja	tsinkja	ts i n k j a		1149		
3354	Araona	squeeze	apretar	lawia	lawia	l a w i a		1157		
3355	Araona	squeeze	apretar	lokui	lokui	l o k u i		1161		
3356	Araona	squeeze	apretar	noli	noli	n o l i		1164		
3357	Araona	squeeze	apretar	teli	teli	t e l i		1165		
3358	Tacana	squeeze	apretar	ribia	ribia	r i b i a		1159		
3359	Tacana	squeeze	apretar	tami	tami	t a m i		1163		
3360	Cavinena	squeeze	apretar	naiya	naiya	n a i j a		1154		
3361	Cavinena	squeeze	apretar	nuruya	nuruya	n u r u j a		1162		
3362	Cavinena	squeeze	apretar	pudiya	pudiya	p u d i j a		1152		
3363	Ese_ejja	squeeze	apretar	jjequinasinaje	jjequinasinaje	dʒː e q u i n a s i n a j e		1155		
3364	Matses	bite	morder	pe	pe	p e	eat	93		
3365	Matis	bite	morder	pe	pe	p e	eat	93		
3366	Marubo	bite	morder	naʃa	naʃa	n a ʃ a		1559		
3367	Katukina	bite	morder	naxa	naxa	n a x a		90		
3368	Shipibo_Konibo	bite	morder	natɨʂ	natɨʂ	n a t ɨ ʂ		92		
3369	Kapanawa	bite	morder	natɨʂ	natɨʂ	n a t ɨ ʂ		92		
3370	Arara	bite	morder	daka	daka	d a k a		90		
3371	Shanenawa	bite	morder	naka	naka	n a k a		90		
3372	Yawanawa	bite	morder	naka	naka	n a k a		90		
3373	Poyanawa	bite	morder	daça	daça	d a ç a		91		
3374	Iskonawa	bite	morder	kiwi	kiwi	k i w i		89		
3375	Chakobo	bite	morder	tɨʂa	tɨʂa	t ɨ ʂ a		1558		
3376	Kakataibo	bite	morder	natɨʂ	natɨʂ	n a t ɨ ʂ		92		
3377	Kaxarari	bite	morder	ʃɨla	ʃɨla	ʃ ɨ l a		96		
3378	Mastanawa	bite	morder	ʂatɨa	ʂatɨa	ʂ a t ɨ a		97		
3379	Mastanawa	bite	morder	kɨju	kɨju	k ɨ j u		89		
3380	Chaninawa	bite	morder	kɨjuj	kɨjuj	k ɨ j u dʒ		89		
3381	Sharanawa	bite	morder	kɨjuwi	kɨjuwi	k ɨ j u w i		89		
3382	Amawaka	bite	morder	naʔtɨçɨ	naʔtɨçɨ	n a ʔ t ɨ ç ɨ		92		
3383	Nawa	bite	morder	kɨjuɸi	kɨjuɸi	k ɨ j u ɸ i		89		
3384	Marinawa	bite	morder	kɨju	kɨju	k ɨ j u		89		
3385	Yaminawa	bite	morder	kɨjuwi	kɨjuwi	k ɨ j u w i		89		
3386	Kashinawa_P	bite	morder	kɨjwa	kɨjwa	k ɨ jʷ a		89		
3387	Kashinawa_B	bite	morder	kɨjuwi	kɨjuwi	k ɨ j u w i		89		
3388	Araona	bite	morder	lao	lao	l a o		91		
3389	Araona	bite	morder	c̷oi	c̷oi	tʃ o i		1560		
3390	Tacana	bite	morder	c̷oi-	c̷oi	tʃ o i		91		
3391	Cavinena	bite	morder	karo-ya	karoya	k a r o j a		94		
3392	Ese_ejja	bite	morder	šowika-	šowika	ʃ o w i k a		95		
3393	Matses	burn [tr. v.]	quemar	nɨdɨnka	nɨdɨnka	n ɨ d ɨ n k a	burn _ka	147		
3394	Matis	burn [tr. v.]	quemar	tʂamo	tʂamo	ʈʂ a m o		148		
3395	Marubo	burn [tr. v.]	quemar	kua	kua	k u a		140		
3396	Katukina	burn [tr. v.]	quemar	ku	ku	k u		140		
3397	Shipibo_Konibo	burn [tr. v.]	quemar	mɨnu	mɨnu	m ɨ n u		141		
3398	Kapanawa	burn [tr. v.]	quemar	mawa	mawa	m a w a		116		
3399	Kapanawa	burn [tr. v.]	quemar	kua	kua	k u a		140		
3400	Arara	burn [tr. v.]	quemar	kuai	kuai	k u a i		140		
3401	Shanenawa	burn [tr. v.]	quemar	tʃiwa	tʃiwa	tʃ i w a		107		
3402	Yawanawa	burn [tr. v.]	quemar	ku	ku	k u		140		
3403	Poyanawa	burn [tr. v.]	quemar	kua	kua	k u a		140		
3404	Iskonawa	burn [tr. v.]	quemar	kua	kua	k u a		140		
3405	Chakobo	burn [tr. v.]	quemar	mɨʂa	mɨʂa	m ɨ ʂ a		154		
3406	Chakobo	burn [tr. v.]	quemar	pɨrɨ?a	pɨrɨʔa	p ɨ r ɨ ʔ a		144		
3407	Kakataibo	burn [tr. v.]	quemar	ʂarao	ʂarao	ʂ a r a o		118		
3408	Kaxarari	burn [tr. v.]	quemar	ʂalaw	ʂalaw	ʂ a l a w		118		
3409	Mastanawa	burn [tr. v.]	quemar	kuwa	kuwa	k u w a		140		
3410	Chaninawa	burn [tr. v.]	quemar	kuwaj	kuwaj	k u w a dʒ		140		
3411	Sharanawa	burn [tr. v.]	quemar	kuwai	kuwai	k u w a i		140		
3412	Amawaka	burn [tr. v.]	quemar	kuʔuj	kuʔuj	k u ʔ u dʒ		140		
3413	Nawa	burn [tr. v.]	quemar	kũwĩ	kũwĩ	k ũ w ĩ		140		
3414	Marinawa	burn [tr. v.]	quemar	kuwa	kuwa	k u w a		140		
3415	Yaminawa	burn [tr. v.]	quemar	kuwa	kuwa	k u w a		140		
3416	Kashinawa_P	burn [tr. v.]	quemar	mɨnwa	mɨnwa	m ɨ n w a		141		
3417	Kashinawa_B	burn [tr. v.]	quemar	mɨnui	mɨnui	m ɨ n u i		141		
3418	Araona	burn [tr. v.]	quemar	otso-a	otsoa	o ts o a		119		
3419	Araona	burn [tr. v.]	quemar	pososo-a	pososoa	p o s o s o a		146		
3420	Araona	burn [tr. v.]	quemar	so	so	s o		119		
3421	Tacana	burn [tr. v.]	quemar	d'ed'a	d'ed'a	d e d a		117		
3422	Cavinena	burn [tr. v.]	quemar	pahuaya	pahuaya	p a h u a j a		152		
3423	Cavinena	burn [tr. v.]	quemar	jijiya	jijiya	j i j i j a		145		
3424	Cavinena	burn [tr. v.]	quemar	tuchaya	tuchaya	t u tʃ a j a		142		
3425	Ese_ejja	burn [tr. v.]	quemar	quiyonaje	quiyonaje	q u i j o n a j e		151		
3426	Matses	tie [verb]	atar amarrar	nɨʂ	nɨʂ	n ɨ ʂ	tie	1323		
3427	Matis	tie [verb]	atar amarrar	nɨʂ	nɨʂ	n ɨ ʂ		1323		
3428	Marubo	tie [verb]	atar amarrar	nɨʂa	nɨʂa	n ɨ ʂ a		1323		
3429	Katukina	tie [verb]	atar amarrar	nixa	nixa	n i x a		1323		
3430	Shipibo_Konibo	tie [verb]	atar amarrar	nɨʂa	nɨʂa	n ɨ ʂ a		1323		
3431	Kapanawa	tie [verb]	atar amarrar	nɨʂa	nɨʂa	n ɨ ʂ a		1323		
3432	Shanenawa	tie [verb]	atar amarrar	niʂa	niʂa	n i ʂ a		1323		
3433	Poyanawa	tie [verb]	atar amarrar	dɨa	dɨa	d ɨ a		1323		
3434	Iskonawa	tie [verb]	atar amarrar	nɨa	nɨa	n ɨ a		1323		
3435	Chakobo	tie [verb]	atar amarrar	nɨa	nɨa	n ɨ a		1323		
3436	Chakobo	tie [verb]	atar amarrar	nɨ?a	nɨʔa	n ɨ ʔ a		1323		
3437	Kakataibo	tie [verb]	atar amarrar	nɨa	nɨa	n ɨ a		1323		
3438	Kaxarari	tie [verb]	atar amarrar	bure	bure	b u r e		1328		
3439	Mastanawa	tie [verb]	atar amarrar	dɨʂa	dɨʂa	d ɨ ʂ a		1323		
3440	Chaninawa	tie [verb]	atar amarrar	dɨʂaj	dɨʂaj	d ɨ ʂ a dʒ		1323		
