ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
2277	m i - -	1313	thou [you]	Shanenawa	mi	usted tu	m i	mi	you			3982
2278	m i - -	1313	thou [you]	Yawanawa	mi	usted tu	m i	mi	you			3982
2279	m i - -	1313	thou [you]	Nukini	mi	usted tu	m i	mi	you			3982
2280	m i - -	1313	thou [you]	Poyanawa	mi	usted tu	m i	mi	you			3982
2281	m i - -	1313	thou [you]	Iskonawa	mi	usted tu	m i	mi	you			3982
2282	m i - -	1313	thou [you]	Chakobo	mi	usted tu	m i	mi	you			3982
2283	m i - -	1313	thou [you]	Pakawara	mi	usted tu	m i	mi	you			3982
2284	m i - -	1313	thou [you]	Kakataibo	mi	usted tu	m i	mi	you			3982
2285	m i h i	1313	thou [you]	Kaxarari	mihi	usted tu	m i h i	mihi	you			3982
2286	m i - -	1313	thou [you]	Mastanawa	mi	usted tu	m i	mi	you			3982
2287	m i - -	1313	thou [you]	Chaninawa	mi	usted tu	m i	mi	you			3982
2288	m i - -	1313	thou [you]	Sharanawa	mi	usted tu	m i	mi	you			3982
2289	m i j a	1313	thou [you]	Amawaka	mija	usted tu	m i j a	mija	you			3982
2290	m i - -	1313	thou [you]	Nawa	mi	usted tu	m i	mi	you			3982
2291	m i - -	1313	thou [you]	Marinawa	mi	usted tu	m i	mi	you			3982
2292	m i - -	1313	thou [you]	Yaminawa	mi	usted tu	m i	mi	you			3982
2293	m i - -	1313	thou [you]	Kashinawa_P	mi	usted tu	m i	mi	you			3982
2294	m i - -	1313	thou [you]	Kashinawa_B	mi	usted tu	m i	mi	you			3982
2299	a	548	he	Matses	a	el	a	a	that_close			35
2300	a	548	he	Matis	a	el	a	a	that_close		he	1642
2301	a	548	he	Marubo	a	el	a	a	that_close			1642
2302	h a	548	he	Katukina	ha	el	h a	ha	that_close			1641
2303	h a	548	he	Shipibo_Konibo	ha	el	h a	ha	that_close			1641
2304	h a	548	he	Kapanawa	ha	el	h a	ha	that_close			1641
2305	a	548	he	Shanenawa	a	el	a	a	that_close			1642
2306	a	548	he	Yawanawa	a	el	a	a	that_close			1642
2307	a	548	he	Poyanawa	a	el	a	a	that_close			1642
2308	a	548	he	Iskonawa	a	el	a	a	that_close			1642
2309	h a	548	he	Chakobo	ha	el	h a	ha	that_close			1641
2310	h a	548	he	Pakawara	ha	el	h a	ha	that_close			1641
2311	a	548	he	Kakataibo	a	el	a	a	that_close			1642
2312	u - a	495	he	Kaxarari	ua	el	u a	wautʃitɨ	that_far			1640
2313	u - a	495	he	Mastanawa	ua	el	u a	ua	that_far			1640
2314	n a	548	he	Chaninawa	na	el	n a	na	this			1641
2315	u - a	495	he	Sharanawa	ua	el	u a	ua	that_far			1640
2316	u - a	495	he	Amawaka	ua	el	u a	ua	that_far			1640
2317	d a	549	he	Nawa	da	el	d a	da	this			1643
2318	u w a	495	he	Marinawa	uwa	el	u w a	uwa	that_far			1640
2319	d a	549	he	Yaminawa	da	el	d a	da	this			1643
2320	h a	548	he	Kashinawa_P	ha	el	h a	ha	that_close			1641
2321	h a	548	he	Kashinawa_B	ha	el	h a	ha	that_close			1641
2329	n u - - + k i	1398	we	Matses	nuki	nosotros	n u + k i	nuki	we _ki			4368 4369
2330	n u - - + k i	1398	we	Matis	nuki	nosotros	n u + k i	nuki	we _ki			4368 4369
2331	n u - - + k ɨ	1398	we	Marubo	nukɨ	nosotros	n u + k ɨ	nukɨ	we _kɨ			4368 4369
2332	n u - -	1403	we	Shipibo_Konibo	nu	nosotros	n u	un	we			4368
2333	n u - - + k ɨ	1398	we	Kapanawa	nukɨ	nosotros	n u + k ɨ	nukɨ	we _kɨ			4368 4369
2334	n ɨ - -	1398	we	Arara	nɨ	nosotros	n ɨ	nɨ	we			0
2335	n u - -	1398	we	Shanenawa	nu	nosotros	n u	nu	we			4368
2336	n u - -	1398	we	Yawanawa	nu	nosotros	n u	nu	we			4368
2337	n u - -	1398	we	Poyanawa	nu	nosotros	n u	nu	we			4368
2338	n u - -	1398	we	Iskonawa	nu	nosotros	n u	nu	we			4368
2339	n u - -	1398	we	Chakobo	nu	nosotros	n u	nu	we			4368
2340	n u - -	1398	we	Pakawara	nu	nosotros	n u	nu	we			4368
2341	n u - -	1398	we	Kakataibo	nu	nosotros	n u	nu	we			4368
2342	l u h u	1400	we	Kaxarari	luhu	nosotros	l u h u	luhu	we			4371
2343	n u - -	1398	we	Mastanawa	nu	nosotros	n u	nu	we			4368
2344	n u - -	1398	we	Sharanawa	nu	nosotros	n u	nu	we			4368
2345	n u - -	1398	we	Amawaka	nu	nosotros	n u	nu	we			4368
2346	n u - -	1398	we	Nawa	nu	nosotros	n u	nu	we			4368
2347	d u - - + k u + ɸ u	1400	we	Marinawa	dukuɸu	nosotros	d u + k u + ɸ u	dukuɸu	we _ku _ɸu			4368 4372 4373
2348	d u ʔ u	1400	we	Yaminawa	duʔu	nosotros	d u ʔ u	duʔu	we			4368
2349	d a s i β i	1402	we	Kashinawa_P	dasiβi	nosotros	d a s i β i	dasiβi	all			4370
2350	n u - -	1398	we	Kashinawa_P	nu	nosotros	n u	nu	we			4368
2351	n u - -	1398	we	Kashinawa_B	nu	nosotros	n u	nu	we			4368
2357	m i	1525	ye [you all]	Matses	mi	ustedes vosotros	m i	mi	you/mi			4762
2358	m i	1525	ye [you all]	Matis	mi	ustedes vosotros	m i	mi	you/mi			4762
2359	m a + t u	1525	ye [you all]	Marubo	matu	ustedes vosotros	m a + t u	matu	you/ma _tu/PL			4762 4763
2360	m a	1525	ye [you all]	Katukina	ma	ustedes vosotros	m a	ma	you/ma			4762
2361	m a	1525	ye [you all]	Shipibo_Konibo	ma	ustedes vosotros	m a	ma	you/ma			4762
2362	m a	1525	ye [you all]	Kapanawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2363	m a - - - -	1525	ye [you all]	Arara	ma	ustedes vosotros	m a	ma	you			0
2364	m a	1525	ye [you all]	Shanenawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2365	m a	1525	ye [you all]	Yawanawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2366	m a	1525	ye [you all]	Poyanawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2367	m i	1525	ye [you all]	Iskonawa	mi	ustedes vosotros	m i	mi	you/mi			4762
2368	m a	1525	ye [you all]	Iskonawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2369	m a + t u	1525	ye [you all]	Chakobo	matu	ustedes vosotros	m a + t u	matu	you/ma _tu/PL			4762 4763
2370	m i	1525	ye [you all]	Pakawara	mi	ustedes vosotros	m i	mi	you/mi			4762
2371	m i + ts u	1525	ye [you all]	Kakataibo	mitsu	ustedes vosotros	m i + ts u	mitsu	you/mi _tsu/PL			4762 4763
2372	m a + t u	1525	ye [you all]	Kaxarari	matu	ustedes vosotros	m a + t u	matu	you/ma _tu/PL			4762 4763
2373	m a	1525	ye [you all]	Mastanawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2374	m a	1525	ye [you all]	Chaninawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2375	m a	1525	ye [you all]	Sharanawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2376	m a	1525	ye [you all]	Amawaka	ma	ustedes vosotros	m a	ma	you/ma			4762
2377	m a	1525	ye [you all]	Nawa	ma	ustedes vosotros	m a	ma	you/ma			4762
2378	m a + ɸ u	1525	ye [you all]	Marinawa	maɸu	ustedes vosotros	m a + ɸ u	maɸu	you/ma _ɸu/PL			4762 4764
2379	b a + t u	1525	ye [you all]	Yaminawa	batu	ustedes vosotros	b a + t u	batu	you/ma _tu/PL			4762 4763
2380	m a + t u + β u	1525	ye [you all]	Kashinawa_P	matuβu	ustedes vosotros	m a + t u + β u	matuβu	you/ma _tu/PL _βu/PL			4762 4763 4764
2381	m a	1525	ye [you all]	Kashinawa_B	ma	ustedes vosotros	m a	ma	you/ma			4762
2386	a	1259	they	Matses	a	ellos	a	a	that_close			35
2387	a	1259	they	Matis	a	ellos	a	a	that_close			3857
2388	a + t u + β u	1259	they	Marubo	atuβu	ellos	a + t u + β u	atuβu	that_close _PL _PL			3857 3855 3856
2389	h a	1259	they	Katukina	ha	ellos	h a	ha	that_close			3854
2390	h a	1259	they	Shipibo_Konibo	ha	ellos	h a	ha	that_close			3854
2391	h a	1259	they	Kapanawa	ha	ellos	h a	ha	that_close			3854
2392	a	1259	they	Shanenawa	a	ellos	a	a	that_close			3857
2393	a	1259	they	Yawanawa	a	ellos	a	a	that_close			3857
2394	a	1259	they	Poyanawa	a	ellos	a	a	that_close			3857
2395	a	1259	they	Iskonawa	a	ellos	a	a	that_close			3857
2396	h a + t u	1259	they	Chakobo	hatu	ellos	h a + t u	hatu	that_close _PL			3854 3855
2397	a	1259	they	Pakawara	a	ellos	a	a	that_close			3857
2398	a + t u	1259	they	Kakataibo	atu	ellos	a + t u	atu	that_close _PL			3857 3855
2399	u a	1618	they	Kaxarari	ua	ellos	u a	wautʃitɨwɨ	that_far			3853
2400	u a	1618	they	Mastanawa	ua	ellos	u a	ua	that_far			3853
2401	n a + ɸ u	1259	they	Chaninawa	naɸu	ellos	n a + ɸ u	naɸu	this _PL			3854 3856
2402	u a	1618	they	Sharanawa	ua	ellos	u a	ua	that_far			3853
2403	u a	1618	they	Amawaka	ua	ellos	u a	ua	that_far			3853
2404	d a + ɸ u	1262	they	Nawa	daɸu	ellos	d a + ɸ u	daɸu	that_close _PL			3858 3856
2405	u a + t ũ	1618	they	Marinawa	uatũ	ellos	u a + t ũ	uatũ	that_far _PL			3853 3855
2406	d a + h u	1262	they	Yaminawa	dahu	ellos	d a + h u	dahu	this _PL			3858 3856
2407	h a + β u	1259	they	Kashinawa_P	haβu	ellos	h a + β u	haβu	that_close _PL			3854 3856
2408	h a	1259	they	Kashinawa_B	ha	ellos	h a	ha	that_close			3854
2416	ts u ts - i	1443	who [interr.]	Matses	tsutsi	quien	ts u ts i	tsutsi	who _tsi		!	4519
2417	ts u ts - i	1443	who [interr.]	Matis	tsutsi	quien	ts u ts i	tsutsi	who _tsi		!	4519
2418	ts u - - a	1443	who [interr.]	Marubo	tsua	quien	ts u a	tsua	who _a		!	4519
2419	ʈʂ u - - a	1443	who [interr.]	Katukina	txua	quien	ʈʂ u a	txua	who _a		!	4519
2420	ts u - - a	1443	who [interr.]	Shipibo_Konibo	tsu	quien	ts u a	tsu	who _a		!	4519
2421	ts u - - a	1443	who [interr.]	Kapanawa	tsua	quien	ts u a	tsua	who _a		!	4519
2422	t u - - a - -	1443	who [interr.]	Arara	tua	quien	t u a	tua	who			0
2423	ts u - - a	1443	who [interr.]	Shanenawa	tsua	quien	ts u a	tsua	who _a		!	4519
2424	ts u - - -	1443	who [interr.]	Yawanawa	tsu	quien	ts u	tsu	who			4519
2425	ts u - - -	1443	who [interr.]	Iskonawa	tsu	quien	ts u	tsu	who			4519
2426	ts u w ɨ n i	1443	who [interr.]	Chakobo	tsuwɨni	quien	ts u w ɨ n i	tsuwɨni	who _wɨni		!	4520
2427	u i	1446	who [interr.]	Kakataibo	ui	quien	u i	ui	who/ui			4522
2428	ts u h ũ	1443	who [interr.]	Kaxarari	tsuhũ	quien	ts u h ũ	tsuhũ	who _n		!	4523
2429	ts u - - a	1443	who [interr.]	Mastanawa	tsua	quien	ts u a	tsua	who _a		!	4519
2430	ts u - - a + m ɨ	1443	who [interr.]	Chaninawa	t͡suamɨ	quien	ts u a + m ɨ	t͡suamɨ	who _a _mɨ		!	4519 4521
2431	ts u - - a	1443	who [interr.]	Sharanawa	t͡suan	quien	ts u a	t͡suan	who _a		!	4519
2432	ts u - - a	1443	who [interr.]	Amawaka	t͡sua	quien	ts u a	t͡sua	who _a		!	4519
2433	ts u - - a	1443	who [interr.]	Nawa	tsua	quien	ts u a	tsua	who _a		!	4519
2434	ts u n w a	1443	who [interr.]	Marinawa	tsunwa	quien	ts u n w a	tsunwa	who _n _wa		!	4519
2435	ts u - - a	1443	who [interr.]	Yaminawa	tswa	quien	ts u a	tswa	who _a		!	4519
2436	ts u - - a	1443	who [interr.]	Kashinawa_P	tsua	quien	ts u a	tsua	who _a		!	4519
2437	ts u - - a	1443	who [interr.]	Kashinawa_B	tsua	quien	ts u a	tsua	who _a		!	4519
2443	a t o + ts i	1415	what [interr.]	Matses	atotsi	que	a t o + ts i	atotsi	that _question			4425 4426
2444	a w ɨ d a	1412	what [interr.]	Matis	awɨda	que	a w ɨ d a	awɨda	what _da		!	4424
2445	- a w - - ɨ	1412	what [interr.]	Marubo	awɨ	que	a w ɨ	awɨ	what			4420
2446	h a w - - ɨ	1412	what [interr.]	Shipibo_Konibo	hawɨ	que	h a w ɨ	hawɨ	what			4420
2447	h a w - - a	1412	what [interr.]	Kapanawa	hawa	que	h a w a	hawa	what		see where, when	4420
2448	h a w - - ɨ	1412	what [interr.]	Shanenawa	hawɨ	que	h a w ɨ	hawɨ	what			4420
2449	- a w - - ɨ	1412	what [interr.]	Yawanawa	awɨ	que	a w ɨ	awɨ	what			4420
2450	a h u j a	1417	what [interr.]	Iskonawa	ahuja	que	a h u j a	ahuja	?			4421
2451	- a w - - ɨ	1412	what [interr.]	Iskonawa	awɨ	que	a w ɨ	awɨ	what			4420
2452	h a w - - ɨ	1412	what [interr.]	Chakobo	hawɨ	que	h a w ɨ	hawɨ	what			4420
2453	a + ɲ u	1416	what [interr.]	Kakataibo	a ɲu	que	a + ɲ u	a ɲu	that thing			4422 4423
2454	h a w - - ã	1412	what [interr.]	Kaxarari	hawã	que	h a w ã	hawã	what			4420
2455	- a w - - a	1412	what [interr.]	Mastanawa	awa	que	a w a	awa	what			4420
2456	- a w a m ɨ	1412	what [interr.]	Chaninawa	awamɨ	que	a w a m ɨ	awamɨ	what _mɨ		!	4420
2457	- a w - - a	1412	what [interr.]	Sharanawa	awa	que	a w a	awa	what			4420
2458	h a - - - ɨ	1412	what [interr.]	Amawaka	haɨ	que	h a ɨ	haɨ	what			4420
2459	- a w - - a	1412	what [interr.]	Nawa	awa	que	a w a	awa	what			4420
2460	- a w - - a	1412	what [interr.]	Marinawa	awa	que	a w a	awa	what			4420
2461	- a w - - a	1412	what [interr.]	Yaminawa	awa	que	a w a	awa	what			4420
2462	h a w - - a	1412	what [interr.]	Kashinawa_P	hawa	que	h a w a	hawa	what			4420
2463	h a w - - a	1412	what [interr.]	Kashinawa_B	hawa	que	h a w a	hawa	what			4420
2470	- n ɨ i d	1307	this	Matses	nɨid	este	n ɨ i d	nɨid	here _id		!	3958
2471	- n ɨ - - + k i d	1307	this	Matis	nɨkid	este	n ɨ + k i d	nɨkid	here _-:suffix/kid	 64		3958 3961
2472	- n a - -	1305	this	Marubo	na	este	n a	na	this			3958
2473	- n i a -	1622	this	Katukina	nia	este	n i a	nia	here			3958
2474	- n a - - + t u	1305	this	Shipibo_Konibo	natu	este	n a + t u	natu	this _PL			3958 3962
2475	- n ɨ a -	1622	this	Kapanawa	nɨa	este	n ɨ a	nɨa	here			3958
2476	- n a - -	1305	this	Shanenawa	na	este	n a	na	this			3958
2477	- n a - -	1305	this	Yawanawa	na	este	n a	na	this			3958
2478	- n a - -	1305	this	Iskonawa	na	este	n a	na	this			3958
2479	- n a - -	1305	this	Chakobo	na	este	n a	na	this			3958
2480	ɨ n ɨ - -	1620	this	Kakataibo	ɨnɨ	este	ɨ n ɨ	ɨnɨ	here			3958
2481	l i j a	1306	this	Kaxarari	liya	este	l i j a	liya	here			3960
2482	j a k a	1306	this	Kaxarari	yaka	este	j a k a	yaka	?			3963
2483	d a	1305	this	Mastanawa	da	este	d a	da	this			3959
2484	d a	1305	this	Chaninawa	da	este	d a	da	this			3959
2485	d a	1305	this	Sharanawa	da	este	d a	da	this			3959
2486	- n a - -	1305	this	Amawaka	na	este	n a	na	this			3958
2487	d a	1305	this	Nawa	da	este	d a	da	this			3959
2488	d a	1305	this	Marinawa	da	este	d a	da	this			3959
2489	d a	1305	this	Yaminawa	da	este	d a	da	this			3959
2490	- n a - -	1305	this	Kashinawa_P	na	este	n a	na	this			3958
2498	p i s e n	933	rotten [log]	Matses	pisen	podrido	p i s e n	pisen	rotten			2977
2499	p i s i -	933	rotten [log]	Matis	pisi	podrido	p i s i	pisi	rotten			2977
2500	p a t u	935	rotten [log]	Marubo	patu	podrido	p a t u	patu	age_worn			2982
2501	p a j u	935	rotten [log]	Katukina	payu	podrido	p a j u	payu	old			2980
2502	p a j u	935	rotten [log]	Shipibo_Konibo	payu	podrido	p a j u	payu	old			2980
2503	p a j u	935	rotten [log]	Kapanawa	payu	podrido	p a j u	payu	age_worn			2980
2504	tʃ a p u	934	rotten [log]	Arara	tʃapu	podrido	tʃ a p u	tʃapu	age_worn			0
2505	tʃ a k a	940	rotten [log]	Shanenawa	tʃaka	podrido	tʃ a k a	tʃaka	age_worn			2983
2506	tʃ a p u	934	rotten [log]	Yawanawa	tʃapu	podrido	tʃ a p u	tʃapu	age_worn			2981
2507	p i s i -	933	rotten [log]	Nukini	pisi	podrido	p i s i	pisi	rotten			2977
2508	β u a ʂ a	942	rotten [log]	Chakobo	βuaʂa	podrido	β u a ʂ a	βuaʂa	?			2978
2509	p i s i -	933	rotten [log]	Chakobo	pisi	podrido	p i s i	pisi	rotten	16		2977
2510	p i s i - + k ɨ	933	rotten [log]	Kakataibo	pisikɨ	podrido	p i s i + k ɨ	pisikɨ	rotten _ka			2977 2979
2511	p a ts a -	1584	rotten [log]	Kaxarari	patsa	podrido	p a ts a	patsa	age_worn			2977
2512	p i s i -	933	rotten [log]	Mastanawa	pisi	podrido	p i s i	pisi	rotten			2977
2513	p i s i -	933	rotten [log]	Chaninawa	pisi	podrido	p i s i	pisi	rotten			2977
2514	p i s i -	933	rotten [log]	Sharanawa	pisi	podrido	p i s i	pisi	rotten			2977
2515	p i s i -	933	rotten [log]	Amawaka	pisi	podrido	p i s i	pisi	rotten			2977
2516	p i s i -	933	rotten [log]	Nawa	pisi	podrido	p i s i	pisi	rotten			2977
2517	p i s i -	933	rotten [log]	Marinawa	pisi	podrido	p i s i	pisi	rotten			2977
2518	p i s i -	933	rotten [log]	Yaminawa	pisi	podrido	p i s i	pisi	rotten			2977
2519	tʃ a p u	934	rotten [log]	Kashinawa_P	ʧapu	podrido	tʃ a p u	ʧapu	age_worn			2981
2520	tʃ a p u	934	rotten [log]	Kashinawa_B	tʃapu	podrido	tʃ a p u	tʃapu	age_worn			2981
2528	β ɨ tʃ i ʃ	252	dirty	Matses	βɨtʃiʃ	sucio	β ɨ tʃ i ʃ	βɨtʃiʃ	dirty			715
2529	w i s u	150	dirty	Matis	wisu	sucio	w i s u	wisu	black			714
2530	ʈʂ u ʂ t a	250	dirty	Marubo	tʂuʂta	sucio	ʈʂ u ʂ t a	tʂuʂta	dirty			709
2531	m ɨ ʂ u	251	dirty	Marubo	mɨʂu	sucio	m ɨ ʂ u	mɨʂu	dirty			719
2532	ʈʂ u x ʈʂ a	250	dirty	Katukina	txuxtxa	sucio	ʈʂ u x/ʂ ʈʂ a	txuxtxa	dirty			709
2533	k ɨ r a s	255	dirty	Shipibo_Konibo	kɨras	sucio	k ɨ r a s	kɨras	dirty			718
2534	r i ʃ t a	161	dirty	Kapanawa	riʃta	sucio	r i ʃ t a	riʃta	dirty			711
2535	- - - t - ɨ ʃ t - a	250	dirty	Arara	tɨʃta	sucio	t ɨ ʃ t a	tɨʃta	dirty			0
2536	f u i	253	dirty	Shanenawa	fui	sucio	f u j	fui	pitch			717
2537	h u i	253	dirty	Yawanawa	hui	sucio	h u j	hui	pitch			717
2538	β u h t a	155	dirty	Nukini	βuhta	sucio	β u h t a	βuhta	dirty			709
2539	β ɨ s t a	155	dirty	Poyanawa	βɨsta	sucio	β ɨ s t a	βɨsta	dirty			716
2540	tʃ ɨ k ɨ	162	dirty	Chakobo	tʃɨkɨ	sucio	tʃ ɨ k ɨ	tʃɨkɨ	dirty			708
2541	a i s a m a	257	dirty	Kakataibo	aisama	sucio	a j s a m a	aisama	bad			710
2542	ʈʂ ɨ ʂ ɨ	256	dirty	Kaxarari	tʂɨʂɨ	sucio	ʈʂ ɨ ʂ ɨ	tʂɨʂɨ	dirty			713
2543	tʃ u ʂ t a	250	dirty	Mastanawa	ʧuʂta	sucio	tʃ u ʂ t a	ʧuʂta	dirty			709
2544	tʃ u ʂ t a	250	dirty	Chaninawa	t͡ʃuʂta	sucio	tʃ u ʂ t a	t͡ʃuʂta	dirty			709
2545	tʃ u ʂ t a	250	dirty	Sharanawa	t͡ʃuʂta	sucio	tʃ u ʂ t a	t͡ʃuʂta	dirty			709
2546	k ɨ m b u	260	dirty	Amawaka	kɨmbu	sucio	k ɨ m b u	kɨmbu	dirty			707
2547	tʃ u ʂ t a	250	dirty	Nawa	ʧuʂta	sucio	tʃ u ʂ t a	ʧuʂta	dirty			709
2548	tʃ u ʂ t a	250	dirty	Marinawa	ʧuʂta	sucio	tʃ u ʂ t a	ʧuʂta	dirty			709
2549	tʃ u ʂ t a	250	dirty	Yaminawa	ʧuʂta	sucio	tʃ u ʂ t a	ʧuʂta	dirty			709
2550	d ɨ t i s	252	dirty	Kashinawa_P	dɨtis	sucio	d ɨ t i s	dɨtis	dirty			712
2551	m ɨ ʂ u	251	dirty	Kashinawa_P	mɨʂu	sucio	m ɨ ʂ u	mɨʂu	dirty			719
2552	d ɨ t i s	252	dirty	Kashinawa_B	dɨtis	sucio	d ɨ t i s	dɨtis	dirty			712
2558	ts a d	1054	sit	Matses	tsad	sentar(-se)	ts a d	tsad	sit/dwell			3265
2559	ts a d	1054	sit	Matis	tsad	sentar(-se)	ts a d	tsad	sit/dwell			3265
2560	ts a - u	1054	sit	Marubo	tsau	sentar(-se)	ts a u	tsau	sit/dwell			3260
2561	β e u a i	1597	sit	Katukina	βeuai	sentar(-se)	β e w a	βeu-ai	put_over			3264
2562	j a k a t	1056	sit	Shipibo_Konibo	yakat	sentar(-se)	j a k a t	yakat	lean			3268
2563	ts a - u + t i	1054	sit	Kapanawa	tsauti	sentar(-se)	ts a u + t i	tsauti	sit/dwell _ti			3260 3263
2564	ts a w	1054	sit	Shanenawa	tsaw	sentar(-se)	ts a w	tsaw	sit/dwell			3265
2565	ts a w	1054	sit	Yawanawa	tsaw	sentar(-se)	ts a w	tsaw	sit/dwell			3269
2566	β ɨ w i	1597	sit	Iskonawa	βɨwi	sentar(-se)	β ɨ w i	βɨwi	put_over			3262
2567	ts a ʔ u	1054	sit	Chakobo	tsaʔu	sentar(-se)	ts a ʔ u	tsa?u	sit/dwell			3260
2568	j a k a t	1056	sit	Pakawara	yakat	sentar(-se)	j a k a t	yakat	lean	30		3268
2569	ts o - -	1054	sit	Kakataibo	tso	sentar(-se)	ts o	tso	sit/dwell			3260
2570	ts a w + a	1054	sit	Mastanawa	tsawa	sentar(-se)	ts a w + a	tsawa	sit/dwell _a	19	is this correct (suggestion by Mattis)	3265 3267
2571	ts a - u + w i	1054	sit	Chaninawa	t͡sauwi	sentar(-se)	ts a u + w i	t͡sauwi	sit/dwell _wi			3260 3261
2572	ts a - u + w ɨ	1054	sit	Sharanawa	t͡sauwɨ	sentar(-se)	ts a u + w ɨ	t͡sauwɨ	sit/dwell _wɨ			3260 3261
2573	ts a ʔ u	1054	sit	Amawaka	t͡saʔu	sentar(-se)	ts a ʔ u	t͡saʔu	sit/dwell			3260
2574	ts a - u	1054	sit	Nawa	tsau	sentar(-se)	ts a u	tsau	sit/dwell			3260
2575	ts a w + b i	1054	sit	Marinawa	tsawbi	sentar(-se)	ts a w + b i	tsawbi	sit/dwell _bi			3265 3266
2576	ts a w + a	1054	sit	Yaminawa	tsawa	sentar(-se)	ts a w + a	tsawa	sit/dwell _a	20	? correct [Mattis]	3265 3267
2577	ts u - a	1054	sit	Kashinawa_P	tsua	sentar(-se)	ts u a	tsua	sit/dwell			3260
2582	n i d -	1179	stand	Matses	nid	parar(-se)	n i d	nid	stand/walk			3588
2583	n i d -	1179	stand	Matis	nid	parar(-se)	n i d	nid	stand/walk			3588
2584	n i - -	1179	stand	Marubo	ni	parar(-se)	n i	ni	stand/walk			3588
2585	n i - -	1179	stand	Shipibo_Konibo	ni	parar(-se)	n i	ni	stand/walk			3588
2586	n i t i	1181	stand	Kapanawa	niti	parar(-se)	n i t i	nɨtɨ	stand/walk _ti		!	3588
2588	n i - -	1179	stand	Iskonawa	ni	parar(-se)	n i	ni	stand/walk			3588
2589	n i - -	1179	stand	Chakobo	ni	parar(-se)	n i	ni	stand/walk			3588
2590	n i - - + r u	1179	stand	Kakataibo	niru	parar(-se)	n i + r u	niru	stand/walk _up			3588 3591
2591	n i - - + tʃ i	1179	stand	Kaxarari	nitʃi	parar(-se)	n i + tʃ i	nitʃi	stand/walk _tʃi			3588 3590
2592	d i + w ɨ	1179	stand	Mastanawa	diwɨ	parar(-se)	d i + w ɨ	diwɨ	stand/walk _wɨ			3590 3592
2593	d i	1179	stand	Chaninawa	di	parar(-se)	d i	di	stand/walk			3590
2594	d i	1179	stand	Sharanawa	di	parar(-se)	d i	di	stand/walk			3590
2595	n i - - + ʔ i	1179	stand	Amawaka	niʔi	parar(-se)	n i + ʔ i	niʔi	stand/walk _ʔi			3588 3589
2596	d i + j a	1179	stand	Nawa	dija	parar(-se)	d i + j a	dija	stand/walk _ja			3590 3593
2597	d i	1179	stand	Marinawa	di	parar(-se)	d i	di	stand/walk			3590
2598	d i + j a	1179	stand	Yaminawa	dija	parar(-se)	d i + j a	dija	stand/walk _ja			3590 3593
2599	n i - a	1179	stand	Kashinawa_P	nja	parar(-se)	n i a	nja	stand/walk _a		!	3588
2604	w e	636	lie [be lying down]	Matses	we	echar(-se)	w e	we	dwell			2121
2605	s u k u a d	617	lie [be lying down]	Matis	sukuad	echar(-se)	s u kʷ a d	sukuad	?			2119
2606	r a k a - -	689	lie [be lying down]	Marubo	raka	echar(-se)	r a k a	raka	lie_down			2119
2607	r a k a - -	689	lie [be lying down]	Katukina	raka	echar(-se)	r a k a	raka	lie_down			2119
2608	r a k a - -	689	lie [be lying down]	Shipibo_Konibo	raka	echar(-se)	r a k a	raka	lie_down			2119
2609	r a k a - -	689	lie [be lying down]	Kapanawa	raka	echar(-se)	r a k a	raka	lie_down			2119
2610	r a k a - -	689	lie [be lying down]	Shanenawa	raka	echar(-se)	r a k a	raka	lie_down	27		2119
2611	r a k a - -	689	lie [be lying down]	Nukini	raka	echar(-se)	r a k a	raka	lie_down			2119
2612	r a k a - -	689	lie [be lying down]	Poyanawa	raka	echar(-se)	r a k a	raka	lie_down			2119
2613	ɾ a k a - -	689	lie [be lying down]	Iskonawa	ɾaka	echar(-se)	ɾ a k a	ɾaka	lie_down			2119
2614	r a k a - -	689	lie [be lying down]	Chakobo	raka	echar(-se)	r a k a	raka	lie_down			2119
2615	r a k a - t	689	lie [be lying down]	Pakawara	rakat	echar(-se)	r a k a t	rakat	lie_down	25	? -t is an ending or part of the root?	2119
2616	r a k a - -	689	lie [be lying down]	Kakataibo	raka	echar(-se)	r a k a	raka	lie_down			2119
2617	ts i s o	605	lie [be lying down]	Kaxarari	tsiso	echar(-se)	ts i s o	tsiso	back _so		!	2120
2618	ɾ a ʔ a i -	689	lie [be lying down]	Mastanawa	ɾaʔaj	echar(-se)	ɾ a ʔ a i	ɾaʔaj	lie_down	23	? is the [j] referring to [dʒ] or to [j]	2119
2619	ɾ a k a - -	689	lie [be lying down]	Chaninawa	ɾaka	echar(-se)	ɾ a k a	ɾaka	lie_down			2119
2620	ɾ a k a - -	689	lie [be lying down]	Sharanawa	ɾaka	echar(-se)	ɾ a k a	ɾaka	lie_down			2119
