ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
2144	Matis	rotten [log]	pisi	pisi	p i s i		933
2145	Marubo	rotten [log]	patu	patu	p a t u		935
2146	Katukina	rotten [log]	payu	payu	p a j u		935
2147	Shipibo_Konibo	rotten [log]	payu	payu	p a j u		935
2148	Kapanawa	rotten [log]	payu	payu	p a j u		935
2149	Shanenawa	rotten [log]	tʃaka	tʃaka	tʃ a k a		940
2150	Yawanawa	rotten [log]	tʃapu	tʃapu	tʃ a p u		934
2151	Nukini	rotten [log]	pisi	pisi	p i s i		933
2152	Chakobo	rotten [log]	βuaʂa	βuaʂa	β u a ʂ a		942
2153	Chakobo	rotten [log]	pisi	pisi	p i s i		933
2154	Kakataibo	rotten [log]	pisikɨ	pisikɨ	p i s i + k ɨ		933
2155	Kaxarari	rotten [log]	patsa	patsa	p a ts a		1584
2156	Mastanawa	rotten [log]	pisi	pisi	p i s i		933
2157	Chaninawa	rotten [log]	pisi	pisi	p i s i		933
2158	Sharanawa	rotten [log]	pisi	pisi	p i s i		933
2159	Amawaka	rotten [log]	pisi	pisi	p i s i		933
2160	Nawa	rotten [log]	pisi	pisi	p i s i		933
2161	Marinawa	rotten [log]	pisi	pisi	p i s i		933
2162	Yaminawa	rotten [log]	pisi	pisi	p i s i		933
2163	Kashinawa_P	rotten [log]	ʧapu	ʧapu	tʃ a p u		934
2164	Kashinawa_B	rotten [log]	tʃapu	tʃapu	tʃ a p u		934
2165	Araona	rotten [log]	iwi	iwi	i w i		937
2166	Araona	rotten [log]	oli	oli	o l i		939
2167	Araona	rotten [log]	tsoto	tsoto	ts o t o		938
2636	Matses	rub	da-ʂun	daʂun	d a ʂ u n		949
2637	Matis	rub	tɨkɨka	tɨkɨka	t ɨ k ɨ + k a		1587
2638	Marubo	rub	tuʃku	tuʃku	t u ʃ + k u		1586
2639	Shipibo_Konibo	rub	ʂɨyu	ʂɨyu	ʂ ɨ j u		944
2640	Kapanawa	rub	tuyu	tuyu	t u j u		944
2641	Kapanawa	rub	rɨnkɨ	rɨnkɨ	r ɨ n k ɨ		943
2642	Poyanawa	rub	haki	haki	h a k i		948
2643	Chakobo	rub	sinu	sinu	s i n u		953
2644	Chakobo	rub	masa	masa	m a s a		946
2645	Kakataibo	rub	tʃɨka	tʃɨka	tʃ ɨ k a		945
2646	Mastanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		943
2647	Chaninawa	rub	ɸiʃkia	ɸiʃkia	ɸ i ʃ k i a		952
2648	Sharanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		943
2649	Amawaka	rub	tɨɾɨki	tɨɾɨki	t ɨ ɾ ɨ k i		943
2650	Nawa	rub	tɨɾaki	tɨɾaki	t ɨ ɾ a k i		943
2651	Marinawa	rub	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i		943
2652	Yaminawa	rub	lɨjuwi	lɨjuwi	l ɨ j u w i		1585
2653	Kashinawa_P	rub	huʂwa	huʂwa	h u ʂʷ a		950
2654	Araona	rub	kuiji	kuiji	k u i j i		954
1898	Matses	salt	sa	sa	s a		962
1899	Matis	salt	sa	sa	s a		962
1900	Marubo	salt	katʃi	katʃi	k a tʃ i		961
1901	Shipibo_Konibo	salt	taʃi	taʃi	t a ʃ i		956
1902	Kapanawa	salt	taʃi	taʃi	t a ʃ i		956
1903	Shanenawa	salt	ruʂan	ruʂan	r u ʂ a n		959
1904	Yawanawa	salt	βatanti	βatanti	β a t a n t i		958
1905	Poyanawa	salt	xau	xau	x/ʂ a u		962
1906	Iskonawa	salt	sari	sari	s a r i		962
1907	Chakobo	salt	tʃupara	tʃupara	tʃ u p a r a		965
1908	Pakawara	salt	yutʃi	yutʃi	j u tʃ i		960
1909	Kakataibo	salt	tasi	tasi	t a s i		956
1910	Kaxarari	salt	salu	salu	s a l u		962
1911	Mastanawa	salt	saw	saw	s a w		962
1912	Chaninawa	salt	sau	sau	s a u		962
1913	Sharanawa	salt	sau	sau	s a u		962
1914	Amawaka	salt	taʃi	taʃi	t a ʃ i		956
1915	Nawa	salt	taʃi	taʃi	t a ʃ i		956
1916	Marinawa	salt	taʃi	taʃi	t a ʃ i		956
1917	Yaminawa	salt	taʃi	taʃi	t a ʃ i		956
1918	Kashinawa_P	salt	sal	sal	s a l		962
1919	Kashinawa_B	salt	dɨβuʂa	dɨβuʂa	d ɨ β u ʂ a		963
1920	Araona	salt	meje	meje	m e j e		967
1581	Matses	sand	masi	masi	m a s i		968
1582	Matis	sand	masi	masi	m a s i		968
1583	Marubo	sand	maʃi	maʃi	m a ʃ i		968
1584	Kanamari	sand	maʃaʃ	maʃaʃ	m a ʃ a ʃ		968
1585	Shipibo_Konibo	sand	maʃi	maʃi	m a ʃ i		968
1586	Kapanawa	sand	maʃi	maʃi	m a ʃ i		968
1587	Shanenawa	sand	maʂi	maʂi	m a ʂ i		968
1588	Yawanawa	sand	maʃi	maʃi	m a ʃ i		968
1589	Nukini	sand	mai	mai	m a i		969
1590	Poyanawa	sand	baʃi	baʃi	b a ʃ i		968
1591	Iskonawa	sand	maʃi	maʃi	m a ʃ i		968
1592	Chakobo	sand	maʂɨnɨ	maʂɨnɨ	m a ʂ ɨ + n ɨ		968
1593	Pakawara	sand	maʃina	maʃina	m a ʃ i + n a		968
1594	Kakataibo	sand	masi	masi	m a s i		968
1595	Kaxarari	sand	hɨnɨmaʂi	hɨnɨmaʂi	h ɨ n ɨ + m a ʂ i		968
1596	Mastanawa	sand	majnhi	majnhi	m a j n + h i		969
1597	Chaninawa	sand	maiɸi	maiɸi	m a i + ɸ i		969
1598	Sharanawa	sand	mainɸi	mainɸi	m a i n + ɸ i		969
1599	Amawaka	sand	maj	maj	m a i		968
1600	Nawa	sand	majɸi	majɸi	m a j + ɸ i		969
1601	Marinawa	sand	ɨndɨmaj	ɨndɨmaj	ɨ ⁿd ɨ + m a i		955
1602	Yaminawa	sand	baʃi	baʃi	b a ʃ i		968
1603	Kashinawa_P	sand	maʃi	maʃi	m a ʃ i		968
1604	Kashinawa_B	sand	maʂi	maʂi	m a ʂ i		968
1605	Araona	sand	mezizo	mezizo	m e z i z o		968
3400	Matses	say	ke	ke	k e		981
3401	Matis	say	ke	ke	k e		981
3402	Marubo	say	iki	iki	i k i		981
3403	Shipibo_Konibo	say	yui	yui	j u i		971
3404	Kapanawa	say	yui	yui	j u i		971
3405	Shanenawa	say	ju	ju	j u		971
3406	Yawanawa	say	jui	jui	j u i		971
3407	Iskonawa	say	βana	βana	β a n a		974
3408	Chakobo	say	i	i	i		981
3409	Kakataibo	say	ka	ka	k a		981
3410	Kaxarari	say	huya	huya	h u j a		1588
3411	Mastanawa	say	juwja	juwi	j u w i		977
3412	Chaninawa	say	juwi	jui	j u		971
3413	Sharanawa	say	juwi	juwi	j u w i		971
3414	Amawaka	say	juʔi	jui	j u i		971
3415	Nawa	say	juwi	juwi	j u w i		971
3416	Marinawa	say	juwi	jui	j u i		971
3417	Yaminawa	say	juwi	juwi	j u w i		971
3418	Kashinawa_P	say	juj	jui	j u i		971
3419	Kashinawa_P	say	ʧanja	ʧani	tʃ a n i		975
3420	Kashinawa_B	say	hãtʃa	hãtʃa	h ã tʃ a		973
3421	Araona	say	a	a	a		981
2812	Matses	scratch [an itch]	ʃueʃka	ʃueʃka	ʃ u e ʃ + k a		985
2813	Matis	scratch [an itch]	ʂɨkɨdke	ʂɨkɨdke	ʂ ɨ k ɨ d + k e		990
2814	Marubo	scratch [an itch]	turɨska	turɨska	t u r ɨ s + k a		985
2815	Katukina	scratch [an itch]	rani	rani	r a n i		986
2816	Shipibo_Konibo	scratch [an itch]	ʂua	ʂua	ʂ u a		983
2817	Kapanawa	scratch [an itch]	raβɨʂ	raβɨʂ	r a β ɨ ʂ		972
2818	Kapanawa	scratch [an itch]	ʂua	ʂua	ʂ u a		983
2819	Shanenawa	scratch [an itch]	ʂua	ʂua	ʂ u a		983
2820	Iskonawa	scratch [an itch]	ʧuɨh ʧuɨh ik	ʧuɨh ʧuɨh ik	tʃ u ɨ h tʃ u ɨ h i k		993
2821	Chakobo	scratch [an itch]	ʂua	ʂua	ʂ u a		983
2822	Kakataibo	scratch [an itch]	ʂua	ʂua	ʂ u a		983
2823	Mastanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		983
2824	Chaninawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		983
2825	Sharanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		983
2826	Amawaka	scratch [an itch]	çuwa	çuwa	ç u w a		983
2827	Nawa	scratch [an itch]	ʂuwaj	ʂuwa	ʂ u w a		983
2828	Marinawa	scratch [an itch]	ʂu	ʂu	ʂ u		983
2829	Yaminawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		983
2830	Kashinawa_P	scratch [an itch]	ʂwaj	ʂua	ʂ u a		983
2831	Araona	scratch [an itch]	meli	meli	m e l i		994
2832	Araona	scratch [an itch]	dede	dede	d e d e		984
2833	Araona	scratch [an itch]	zeo	zeo	z e o		987
2974	Matses	see	is	is	i s		996
2975	Matis	see	is	is	i s		996
2976	Marubo	see	win	uin	u i n		997
2977	Katukina	see	uin	uin	u i n		997
2978	Shipibo_Konibo	see	win	uin	u i n		997
2979	Kapanawa	see	his	his	h i s		996
2980	Shanenawa	see	uin	uin	u i n		997
2981	Yawanawa	see	uin	uin	u i n		997
2982	Iskonawa	see	uin	uin	u i n		997
2983	Chakobo	see	his	his	h i s		996
2984	Pakawara	see	hispa	hispa	h i s p a		996
2985	Kakataibo	see	is	is	i s		996
2986	Kaxarari	see	waya	waya	w a j a		998
2987	Mastanawa	see	unwɨ	unwɨ	u n w ɨ		997
2988	Chaninawa	see	unwi	unwi	u n w i		997
2989	Sharanawa	see	ũw̃ĩ	ũw̃ĩ	ũ w ĩ		997
2990	Amawaka	see	iʔi	iʔin	i ʔ i n		979
2991	Nawa	see	ũwĩ	ũwĩ	ũ w ĩ		997
2992	Marinawa	see	unwɨ	unwɨ	u n w ɨ		997
2993	Yaminawa	see	unwɨ	unwɨ	u n w ɨ		997
2994	Kashinawa_P	see	uɨja	uɨja	u ɨ j a		997
2995	Kashinawa_B	see	uĩ	uĩ	u ĩ		997
2996	Araona	see	ba	ba	b a		998
1201	Matses	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1202	Matis	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1203	Marubo	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1204	Katukina	seed	hexhe	hexhe	h e x/ʂ e		999
1205	Kanamari	seed	hɨsɨ	hɨsɨ	h ɨ s ɨ		999
1206	Shipibo_Konibo	seed	βɨru	βɨru	β ɨ r u		1000
1207	Kapanawa	seed	βɨru	βɨru	β ɨ r u		1000
1208	Shanenawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1209	Yawanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1210	Nukini	seed	ɨhu	ɨhu	ɨ h u		999
1211	Poyanawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ		999
1212	Iskonawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ		999
1213	Chakobo	seed	βɨru	βɨru	β ɨ r u		1000
1214	Pakawara	seed	βiru	βiru	β i r u		1000
1215	Kakataibo	seed	βɨru	βɨru	β ɨ r u		1000
1216	Kaxarari	seed	wanatu	wanatu	w a n a t u		1003
1217	Mastanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1218	Chaninawa	seed	ɨʂi	ɨʂi	ɨ ʂ i		999
1219	Sharanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1220	Amawaka	seed	hɨçɨ	hɨçɨ	h ɨ ç ɨ		999
1221	Nawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1222	Marinawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1223	Yaminawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		999
1224	Kashinawa_P	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		999
1225	Kashinawa_B	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		999
1226	Araona	seed	jaja	jaja	j a j a		1001
2955	Matses	sew	tuska	tuska	t u s + k a		1012
2956	Matis	sew	kunkun	kunkun	k u n + k u n		1011
2957	Marubo	sew	nuʂɨ	nuʂɨ	n u ʂ ɨ		1006
2958	Katukina	sew	tariraru	tariraru	t a r i r a r u		1010
2959	Shipibo_Konibo	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ		1005
2960	Kapanawa	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ		1005
2961	Yawanawa	sew	ʂɨwa	ʂɨwa	ʂ ɨ w a		1005
2962	Iskonawa	sew	hɨwa	hɨwa	h ɨ w a		1005
2963	Chakobo	sew	kɨʂa	kɨʂa	k ɨ ʂ a		1005
2964	Kakataibo	sew	unu	unu	u n u		995
2965	Mastanawa	sew	ɨʔɨʃi	ɨʔɨʃi	ɨ ʔ ɨ ʃ i		1005
2966	Chaninawa	sew	ikɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ		1005
2967	Sharanawa	sew	ikɨʂɨi	ikɨʂɨ	i k ɨ ʂ ɨ		1005
2968	Amawaka	sew	kɨçɨi	kɨçɨ	k ɨ ç ɨ		1005
2969	Nawa	sew	ɨkɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ		1005
2970	Marinawa	sew	ikɨʃi	ikɨʃi	i k ɨ ʃ i		1005
2971	Yaminawa	sew	kɨʃiwa	kɨʃiwa	k ɨ ʃ i w a		1005
2972	Kashinawa_P	sew	kɨʂɨa	kɨʂɨ	k ɨ ʂ ɨ		1005
2973	Araona	sew	licui	licui	l i c u i		1007
3543	Matses	sharp [knife]	kuɨnu	kuɨnu	k u ɨ n u		1014
3544	Matis	sharp [knife]	tʃimu	tʃimu	tʃ i m u		1018
3545	Marubo	sharp [knife]	kɨwan	kɨwan	k ɨ w a n		1019
3546	Katukina	sharp [knife]	riski	riski	r i s k i		1020
3547	Shipibo_Konibo	sharp [knife]	kɨnʂu	kɨnʂu	k ɨ n ʂ u		1589
3548	Kapanawa	sharp [knife]	kɨʂu	kɨʂu	k ɨ ʂ u		1589
3549	Iskonawa	sharp [knife]	kɨntu	kɨntu	k ɨ n t u		1014
3550	Chakobo	sharp [knife]	kɨnu	kɨnu	k ɨ n u		1014
3551	Pakawara	sharp [knife]	ɨika	ɨika	ɨ i k a		1017
3552	Kakataibo	sharp [knife]	kwɨnu	kwɨnu	kʷ ɨ n u		1014
3553	Mastanawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u		1014
3554	Chaninawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u		1014
3555	Sharanawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u		1014
3556	Amawaka	sharp [knife]	kɨndu	kɨndu	k ɨ ⁿd u		1014
3557	Nawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u		1014
3558	Marinawa	sharp [knife]	kɨndu	kɨndu	k ɨ ⁿd u		1014
3559	Yaminawa	sharp [knife]	kɨdu	kɨdu	k ɨ d u		1014
3560	Kashinawa_P	sharp [knife]	kɨnu	kɨnu	k ɨ n u		1014
3561	Araona	sharp [knife]	akueo	akueo	a k u e o		1015
4121	Matses	short	βuʂku	βuʂku	β u ʂ k u		1594
4122	Matis	short	tuku	tuku	t u k u		1593
4123	Marubo	short	tukuʂta	tukuʂta	t u k u ʂ + t a		1593
4124	Shipibo_Konibo	short	maʂku	maʂku	m a ʂ k u		1028
4125	Kapanawa	short	kɨyatama	kɨyatama	k ɨ j a t a + m a		1041
4126	Kapanawa	short	maʂku	maʂku	m a ʂ k u		1028
4127	Shanenawa	short	ɸuti	ɸuti	ɸ u t i		1023
4128	Yawanawa	short	hutu	hutu	h u t u		1023
4129	Nukini	short	βũtu	βũtu	β ũ t u		1023
4130	Poyanawa	short	naman	naman	n a m a n		1026
4131	Iskonawa	short	βustu	βustu	β u s t u		1023
4132	Chakobo	short	namanu	namanu	n a m a n u		1026
4133	Kakataibo	short	mɨtu	mɨtu	m ɨ t u		1040
4134	Kaxarari	short	tɨtɨkama	tɨtɨkama	t ɨ t ɨ k a m a		1029
4135	Mastanawa	short	ɨʂtɨiʃta	ɨʂtɨiʃta	ɨ ʂ t ɨ i ʃ t a		1024
4136	Chaninawa	short	ʂatɨ	ʂatɨ	ʂ a t ɨ		1027
4137	Sharanawa	short	ʂatɨ	ʂatɨ	ʂ a t ɨ		1027
4138	Amawaka	short	tuɾu	tuɾu	t u ɾ u		1025
4139	Nawa	short	kɨjabaʃta	kɨjabaʃta	k ɨ j a b a ʃ t a		1031
4140	Marinawa	short	ɨʂtɨiʃta	ɨʂtɨiʃta	ɨ ʂ t ɨ i ʃ t a		1024
4141	Yaminawa	short	tiʂu piʃta	tiʂu piʃta	t i ʂ u p i ʃ t a		1033
4142	Yaminawa	short	ʧajbaʃta	ʧajbaʃta	tʃ a j b a ʃ t a		1036
4143	Kashinawa_P	short	ʧɨsti	ʧɨsti	tʃ ɨ s t i		1592
4144	Kashinawa_B	short	tʃistɨpi	tʃistɨpi	tʃ i s t ɨ p i		1592
4145	Araona	short	apokopoko	apokopoko	a p o k o p o k o		1030
4146	Araona	short	asimosimo	asimosimo	a s i m o s i m o		1034
4147	Araona	short	ma-ailipi	maailipi	m aː i l i p i		1037
4148	Araona	short	pisha	pisha	p i ʃ a		1590
3422	Matses	sing	kuɨdɨn	kuɨdɨn	k u ɨ d ɨ n		1045
3423	Matis	sing	noman	noman	n o m a n		1050
3424	Marubo	sing	kukai	kuka	k u k a		1044
3425	Katukina	sing	kanta	kanta	k a n t a		1044
3426	Shipibo_Konibo	sing	βɨwa	βɨwa	β ɨ w a		1043
3427	Kapanawa	sing	βɨwai	βɨwai	β ɨ w a i		1043
3428	Shanenawa	sing	ka	ka	k a		1044
3429	Poyanawa	sing	rɨwɨ	rɨwɨ	r ɨ w ɨ		1043
3430	Iskonawa	sing	rɨwin ik	rɨwin ik	r ɨ w i n + i k		1043
3431	Chakobo	sing	kɨkɨ	kɨkɨ	k ɨ k ɨ		1044
3432	Kakataibo	sing	tupu	tupu	t u p u		1596
3433	Mastanawa	sing	ɸanaj	ɸana	ɸ a n a		1042
3434	Chaninawa	sing	ɸana	ɸana	ɸ a n a		1042
3435	Sharanawa	sing	ɸana	ɸana	ɸ a n a		1042
3436	Amawaka	sing	wɨa	wɨa	w ɨ a		1595
3437	Nawa	sing	ɸana iki	ɸana iki	ɸ a n a + i k i		1042
3438	Marinawa	sing	ɸanajki	ɸana iki	ɸ a n a + i k i		1042
3439	Yaminawa	sing	wana ik	wana ik	w a n a + i k		1042
3440	Kashinawa_P	sing	nawa	nawa	n a w a		1049
3441	Araona	sing	jeje	jeje	j e j e		1046
3442	Araona	sing	kuei	kuei	k u e i		1052
2193	Matses	sit	tsad	tsad	ts a d		1054
2194	Matis	sit	tsad	tsad	ts a d		1054
2195	Marubo	sit	tsau	tsau	ts a u		1054
2196	Katukina	sit	βeu-ai	βeuai	β e u a i		1597
2197	Shipibo_Konibo	sit	yakat	yakat	j a k a t		1056
2198	Kapanawa	sit	tsauti	tsauti	ts a u + t i		1054
2199	Shanenawa	sit	tsaw	tsaw	ts a w		1054
2200	Yawanawa	sit	tsaw	tsaw	ts a w		1054
2201	Iskonawa	sit	βɨwi	βɨwi	β ɨ w i		1597
2202	Chakobo	sit	tsa?u	tsaʔu	ts a ʔ u		1054
2203	Pakawara	sit	yakat	yakat	j a k a t		1056
2204	Kakataibo	sit	tso	tso	ts o		1054
2205	Mastanawa	sit	tsawa	tsawa	ts a w + a		1054
2206	Chaninawa	sit	t͡sauwi	t͡sauwi	ts a u + w i		1054
2207	Sharanawa	sit	t͡sauwɨ	t͡sauwɨ	ts a u + w ɨ		1054
2208	Amawaka	sit	t͡saʔu	t͡saʔu	ts a ʔ u		1054
2209	Nawa	sit	tsau	tsau	ts a u		1054
2210	Marinawa	sit	tsawbi	tsawbi	ts a w + b i		1054
2211	Yaminawa	sit	tsawa	tsawa	ts a w + a		1054
2212	Kashinawa_P	sit	tsua	tsua	ts u a		1054
2213	Araona	sit	ani	ani	a n i		1055
754	Matses	skin [of person]	βitsi	βitsi	β i ts i		49
755	Matis	skin [of person]	βidtsi	βidtsi	β i ts i		1063
756	Marubo	skin [of person]	ɨʂpi	ɨʂpi	ɨ ʂ p i		1065
757	Katukina	skin [of person]	wixiβi	wixiβi	w i tʃ i β i		1063
758	Shipibo_Konibo	skin [of person]	βitʃi	βitʃi	β i tʃ i		1063
759	Kapanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i		1063
760	Shanenawa	skin [of person]	ɸitʃi	ɸitʃi	ɸ i tʃ i		1063
761	Yawanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i		1063
762	Nukini	skin [of person]	βiʃi	βiʃi	β i ʃ i		1063
763	Iskonawa	skin [of person]	βiʧi	βiʧi	β i tʃ i		1063
764	Iskonawa	skin [of person]	haka	haka	h a k a		1062
765	Chakobo	skin [of person]	βitʃi	βitʃi	β i tʃ i		1063
766	Pakawara	skin [of person]	witʃi	witʃi	w i tʃ i		1063
767	Kakataibo	skin [of person]	ʂaka	ʂaka	ʂ a k a		1062
768	Kaxarari	skin [of person]	witʃi	witʃi	w i tʃ i		1063
769	Mastanawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		1063
770	Chaninawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i		1063
771	Sharanawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i		1063
772	Amawaka	skin [of person]	punj̃ã	çaka	ç a k a		1064
773	Nawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		49
774	Marinawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		1063
775	Yaminawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		1063
776	Kashinawa_P	skin [of person]	βiʧi	βiʧi	β i tʃ i		1063
777	Kashinawa_B	skin [of person]	βitʃi	βitʃi	β i tʃ i		1063
778	Araona	skin [of person]	biki	biki	b i k i		1063
1725	Matses	sky	aβu	aβu	a β u		1070
1726	Matis	sky	aβu	aβu	a β u		1070
1727	Marubo	sky	nai	nai	n a i		1068
1728	Katukina	sky	nai	nai	n a i		1068
1729	Shipibo_Konibo	sky	nai	nai	n a i		1068
1730	Kapanawa	sky	nai	nai	n a i		1068
1731	Shanenawa	sky	nai	nai	n a i		1068
1732	Yawanawa	sky	nai	nai	n a i		1068
1733	Nukini	sky	nai	nai	n a i		1068
1734	Iskonawa	sky	naj	naj	n a i		1068
1735	Chakobo	sky	naipa	naipa	n a i p a		1068
1736	Pakawara	sky	naipa	naipa	n a i p a		1068
1737	Kakataibo	sky	nai	nai	n a i		1068
1738	Kaxarari	sky	naitʃi	naitʃi	n a i tʃ i		1068
1739	Mastanawa	sky	daj	daj	d a i		1068
1740	Chaninawa	sky	dai	dai	d a i		1068
1741	Chaninawa	sky	bat͡ʃi	bat͡ʃi	b a tʃ i		1072
1742	Sharanawa	sky	dai	dai	d a i		1068
1743	Amawaka	sky	nai	nai	n a i		1068
1744	Nawa	sky	daj	daj	d a i		1068
1745	Marinawa	sky	daj	daj	d a i		1068
1746	Yaminawa	sky	daj	daj	d a j		1068
1747	Kashinawa_P	sky	naj	naj	n a i		1068
1748	Kashinawa_B	sky	nay	nay	n a i		1068
1749	Araona	sky	baepa	baepa	b a e p a		1069
3283	Matses	sleep	uʂ	uʂ	u ʂ		1073
3284	Matis	sleep	uʂ	uʂ	u ʂ		1073
3285	Marubo	sleep	uʂa	uʂa	u ʂ a		1073
3286	Katukina	sleep	uxa	uxa	u x/ʂ a		1073
3287	Shipibo_Konibo	sleep	uʂa	uʂa	u ʂ a		1073
3288	Kapanawa	sleep	uʂai	uʂa	u ʂ a		1073
3289	Shanenawa	sleep	uʂa	uʂa	u ʂ a		1073
3290	Yawanawa	sleep	uʃa	uʃa	u ʃ a		1073
3291	Nukini	sleep	uha	uha	u h a		1073
3292	Poyanawa	sleep	uhu	uhu	u h u		1073
3293	Iskonawa	sleep	uhu	uhu	u h u		1073
3294	Chakobo	sleep	uʂa	uʂa	u ʂ a		1073
3295	Pakawara	sleep	uʃa	uʃa	u ʃ a		1073
3296	Kakataibo	sleep	uʂ	uʂ	u ʂ		1073
3297	Kaxarari	sleep	uʂa	uʂa	u ʂ a		1073
3298	Mastanawa	sleep	uʂa	uʂa	u ʂ a		1073
3299	Chaninawa	sleep	uʂaj	uʂa	u ʂ a		1073
3300	Sharanawa	sleep	uʂaj	uʂa	u ʂ a		1073
3301	Amawaka	sleep	uça	uça	u ç a		1073
3302	Nawa	sleep	uʂa	uʂa	u ʂ a		1073
3303	Marinawa	sleep	uʂa	uʂa	u ʂ a		1073
3304	Yaminawa	sleep	uʂa	uʂa	u ʂ a		1073
3305	Kashinawa_P	sleep	uʂa	uʂa	u ʂ a		1073
3306	Kashinawa_B	sleep	uʂa	uʂa	u ʂ a		1073
3307	Araona	sleep	tawi	tawi	t a w i		1074
4022	Matses	small	pistsɨk	pistsɨk	p i s + ts ɨ k		1075
4023	Matis	small	papitsɨk	papitsɨk	p a p i + ts ɨ k		1075
4024	Marubo	small	iʃtuʃta	iʃtuʃta	i ʃ t u ʃ + t a		1077
4025	Marubo	small	anima	anima	a n i + m a		1066
4026	Katukina	small	pixtxa	pixtxa	p i x/ʂ ʈʂ a		1075
4027	Shipibo_Konibo	small	maʂku	maʂku	m a ʂ + k u		1082
4028	Kapanawa	small	piʃka	piʃka	p i ʃ k a		1075
4029	Kapanawa	small	hanima	hanima	h a n i + m a		1060
4030	Shanenawa	small	ɨwapama	ɨwapama	ɨ w a p a m a		1076
4031	Yawanawa	small	iwapama	iwapama	i w a p a m a		1076
4032	Nukini	small	piʃta	piʃta	p i ʃ t a		1075
4033	Chakobo	small	miʃni	miʃni	m i ʃ n i		1079
4034	Chakobo	small	pistia	pista	p i s t a		1075
4035	Pakawara	small	miʃni	miʃni	m i ʃ n i		1079
4036	Kakataibo	small	tʃukuma	tʃukuma	tʃ u k u m a		1059
4037	Kaxarari	small	lakima	lakima	l a k i m a		1061
4038	Mastanawa	small	ʧuʧuʂta	ʧuʧuʂta	tʃ u tʃ u ʂ t a		1078
4039	Chaninawa	small	t͡ʃut͡ʃuʃta	t͡ʃut͡ʃuʃta	tʃ u tʃ u ʃ t a		1078
4040	Sharanawa	small	ɨwapaba	ɨwapaba	ɨ w a p a b a		1076
4041	Amawaka	small	piʃta	piʃta	p i ʃ t a		1075
4042	Nawa	small	ɨwapabaʃta	ɨwapabaʃta	ɨ w a p a b a ʃ t a		1076
4043	Marinawa	small	ɨwapa baʂta	ɨwapa baʂta	ɨ w a p a b a ʂ t a		1081
4044	Yaminawa	small	piʃta	piʃta	p i ʃ t a		1075
4045	Kashinawa_P	small	pɨʃi	pɨʃi	p ɨ ʃ i		1075
4046	Kashinawa_B	small	ɨpamapiʂta	ɨpamapiʂta	ɨ p a m a p i ʂ t a		1075
4047	Araona	small	lopo	lopo	l o p o		1085
3020	Matses	smell [tr. v.]	ʂɨd	ʂɨd	ʂ ɨ d		1087
3021	Matis	smell [tr. v.]	ʂɨd	ʂɨd	ʂ ɨ d		1087
3022	Marubo	smell [tr. v.]	ʂɨtɨ	ʂɨtɨ	ʂ ɨ t ɨ		1087
