ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID	AUTOSCAID
2532	Nawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ		542	397
2533	Marinawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ		542	397
2534	Yaminawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ		542	397
2535	Yaminawa	play	ʂuʂu	ʂuʂu	ʂ u ʂ u		541	397
2536	Kashinawa_P	play	βɨjusa	βɨjusa	β ɨ j u s a		543	398
2430	Matses	pull	ʂɨkka	ʂɨkka	ʂ ɨ k k a		552	404
2431	Matis	pull	tɨkka	tɨkka	t ɨ k k a		552	404
2432	Marubo	pull	tɨri	tɨri	t ɨ r i		549	401
2433	Shipibo_Konibo	pull	nini	nini	n i n i		549	400
2434	Kapanawa	pull	nini	nini	n i n i		549	400
2435	Arara	pull	nindi	nindi	n i ⁿd i		549	400
2436	Shanenawa	pull	nini	nini	n i n i		549	400
2437	Yawanawa	pull	nini	nini	n i n i		549	400
2438	Iskonawa	pull	ha ha ak	ha ha ak	h a h a a k		550	402
2439	Chakobo	pull	nini	nini	n i n i		549	400
2440	Kakataibo	pull	nini	nini	n i n i		549	400
2441	Kaxarari	pull	waraha	waraha	w a r a h a		551	403
2442	Mastanawa	pull	didi	didi	d i d i		549	401
2443	Chaninawa	pull	didi	didi	d i d i		549	401
2444	Sharanawa	pull	didi	didi	d i d i		549	401
2445	Amawaka	pull	nindi	nindi	n i ⁿd i		549	400
2446	Nawa	pull	didi	didi	d i d i		549	401
2447	Marinawa	pull	dindi	dindi	d i ⁿd i		549	401
2448	Yaminawa	pull	didi	didi	d i d i		549	401
2449	Kashinawa_P	pull	nini	nini	n i n i		549	400
2450	Kashinawa_B	pull	nini	nini	n i n i		549	400
2451	Matses	push	tsikunne	tsikunne	ts i k u n n e		559	408
2452	Matis	push	kune	kune	k u n e		559	408
2453	Marubo	push	masta	masta	m a s t a		558	406
2454	Katukina	push	xutu	xutu	x/ʂ u t u		556	406
2455	Shipibo_Konibo	push	ʂutun	ʂutun	ʂ u t u n		556	406
2456	Kapanawa	push	wɨra	wɨra	w ɨ r a n		553	405
2457	Kapanawa	push	ʂutun	ʂutun	ʂ u t u n		556	406
2458	Shanenawa	push	pakɨ	pakɨ	p a k ɨ		555	407
2459	Yawanawa	push	tsiki	tsiki	ts i k i		559	408
2460	Iskonawa	push	tɨtu	tɨtu	t ɨ t u		556	406
2461	Chakobo	push	tʃima	tʃima	tʃ i m a		554	406
2462	Kakataibo	push	tʃatʃi	tʃatʃi	tʃ a tʃ i		556	406
2463	Kaxarari	push	kuita	kuita	k u i t a		557	406
2464	Mastanawa	push	pɨʂu	pɨʂu	p ɨ ʂ u		555	407
2465	Chaninawa	push	pɨt͡sikidi	pɨt͡si	p ɨ ts i		555	407
2466	Sharanawa	push	pɨt͡sikidi	pɨt͡si	p ɨ ts i		555	407
2467	Amawaka	push	mɨɾa	wɨɾan	w ɨ ɾ a n		553	405
2468	Nawa	push	pɨtsi	pɨtsi	p ɨ ts i		555	407
2469	Marinawa	push	pɨtsikɨdi	pɨtsi	p ɨ ts i		555	407
2470	Yaminawa	push	pɨʂɨ	pɨʂɨ	p ɨ ʂ ɨ		555	407
2471	Kashinawa_P	push	ʂutu	ʂutu	ʂ u t u		556	406
1613	Matses	rain	we	ue	u e		560	410
1614	Matis	rain	we	ue	u e		560	410
1615	Marubo	rain	ui	ui	u i		560	410
1616	Katukina	rain	ui	ui	u i		560	410
1617	Shipibo_Konibo	rain	ui	ui	u i		560	410
1618	Kapanawa	rain	ui	ui	u i		560	410
1619	Arara	rain	ui	ui	u i		560	410
1620	Shanenawa	rain	ui	ui	u i		560	410
1621	Nukini	rain	awi	awi	a w i		560	409
1622	Nukini	rain	nui	nui	n u i		560	410
1623	Poyanawa	rain	ui	ui	u i		560	410
1624	Iskonawa	rain	ui	ui	u i		560	410
1625	Chakobo	rain	ui	ui	u i		560	410
1626	Pakawara	rain	ui	ui	u i		560	410
1627	Kakataibo	rain	uɲe	uɲe	u ɲ e		561	410
1628	Kaxarari	rain	uwahi	uwahi	u w a		560	409
1629	Mastanawa	rain	uwi	uwi	u w i		560	409
1630	Chaninawa	rain	uwi	uwi	u w i		560	409
1631	Sharanawa	rain	uwi	uwi	u w i		560	409
1632	Amawaka	rain	uwi	uwi	u w i		560	409
1633	Nawa	rain	uwi	uwi	u w i		560	409
1634	Marinawa	rain	ubi	ubi	u b i		560	409
1635	Yaminawa	rain	uwi	uwi	u w i		560	409
1636	Kashinawa_P	rain	uj	uj	u i		560	410
1637	Kashinawa_B	rain	ui	ui	u i		560	410
3559	Matses	red	piu	piu	p i u		565	411
3560	Matis	red	pɨd	pɨd	p ɨ d		564	411
3561	Marubo	red	unʃin	unʃin	u n ʃ i n		562	411
3562	Katukina	red	unji	unji	u n j i		562	411
3563	Shipibo_Konibo	red	huʃin	huʃin	h u ʃ i n		562	411
3564	Kapanawa	red	huʃin	huʃin	h u ʃ i n		562	411
3565	Arara	red	uʃinipa	uʃinipa	u ʃ i n i p a		562	411
3566	Shanenawa	red	uʂuni	uʂuni	u ʂ u n i		562	411
3567	Yawanawa	red	uʃin	uʃin	u ʃ i n		562	411
3568	Poyanawa	red	taʃi	taʃi	t a ʃ i		562	411
3569	Iskonawa	red	uʃin	uʃin	u ʃ i n		562	411
3570	Chakobo	red	piʃi	piʃi	p i ʃ i		562	411
3571	Pakawara	red	ʃini	ʃini	ʃ i n i		562	411
3572	Kakataibo	red	tʃɨʂka	tʃɨʂka	tʃ ɨ ʂ k a		563	411
3573	Kaxarari	red	puʂɨ	puʂɨ	p u ʂ ɨ		562	411
3574	Mastanawa	red	unʃi	unʃi	u n ʃ i		562	411
3575	Chaninawa	red	uʃin	uʃin	u ʃ i n		562	411
3576	Sharanawa	red	uʃin	uʃin	u ʃ i n		562	411
3577	Amawaka	red	winʃi	winʃi	w i n ʃ i		562	411
3578	Nawa	red	uʃi	uʃi	u ʃ i		562	411
3579	Marinawa	red	uʃi	uʃi	u ʃ i		562	411
3580	Yaminawa	red	ũʃi	ũʃi	ũ ʃ i		562	411
3581	Kashinawa_P	red	taʂi	taʂi	t a ʂ i		562	411
3582	Kashinawa_B	red	taʂipa	taʂipa	t a ʂ i p a		562	411
1330	Matses	river	akte	akte	a k t e		571	412
1331	Matis	river	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ		570	416
1332	Marubo	river	waka	waka	w a k a		567	413
1333	Katukina	river	nua	nua	n u a		568	414
1334	Kanamari	river	nua	nua	n u a		568	414
1335	Shipibo_Konibo	river	paru	paru	p a r u		569	415
1336	Kapanawa	river	paru	paru	p a r u		569	415
1337	Kapanawa	river	waka	waka	w a k a		567	413
1338	Arara	river	βãka	βãka	β ã k a		567	413
1339	Shanenawa	river	waka	waka	w a k a		567	413
1340	Yawanawa	river	βaka	βaka	β a k a		567	413
1341	Poyanawa	river	waka	waka	w a k a		567	413
1342	Iskonawa	river	waka	waka	w a k a		567	413
1343	Chakobo	river	ani	ani	a n i		566	414
1344	Pakawara	river	?ani	ʔani	ʔ a n i		566	414
1345	Pakawara	river	paro	paro	p a r o		569	415
1346	Kakataibo	river	βaka	βaka	β a k a		567	413
1347	Kaxarari	river	waka	waka	w a k a		567	413
1348	Mastanawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ		566	412
1349	Chaninawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ		566	412
1350	Sharanawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ		566	412
1351	Amawaka	river	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ		566	412
1352	Nawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ		566	412
1353	Nawa	river	umpaʂ	umpaʂ	u m p a ʂ		572	417
1354	Marinawa	river	ɨndɨ	ɨndɨ	ɨ ⁿd ɨ		566	412
1355	Yaminawa	river	waʔa	waʔa	w a ʔ a		567	413
1356	Kashinawa_P	river	hɨnɨ	hɨnɨ	h ɨ n ɨ		566	414
1357	Kashinawa_B	river	hɨnɨ	hɨnɨ	h ɨ n ɨ		566	414
1382	Matses	road (path)	podqued	podked	p o d k e d		575	420
1383	Matis	road (path)	βai	βai	β a i		573	418
1384	Marubo	road (path)	βai	βai	β a i		573	418
1385	Katukina	road (path)	βai	βai	β a i		573	418
1386	Kanamari	road (path)	βa?i	βaʔi	β a ʔ i		573	418
1387	Shipibo_Konibo	road (path)	βai	βai	β a i		573	418
1388	Kapanawa	road (path)	βai	βai	β a i		573	418
1389	Arara	road (path)	diti	diti	d i t i		574	419
1390	Shanenawa	road (path)	niti	niti	n i t i		574	419
1391	Yawanawa	road (path)	niti	niti	n i t i		574	419
1392	Nukini	road (path)	βai	βai	β a i		573	418
1393	Poyanawa	road (path)	βai	βai	β a i		573	418
1394	Iskonawa	road (path)	βai	βai	β a i		573	418
1395	Chakobo	road (path)	βa?i	βaʔi	β a ʔ i		573	418
1396	Pakawara	road (path)	wahi	wahi	w a h i		573	418
1397	Kakataibo	road (path)	βai	βai	β a i		573	418
1398	Kaxarari	road (path)	wai	wai	w a i		573	418
1399	Mastanawa	road (path)	ɸaj	ɸaj	ɸ a i		573	418
1400	Chaninawa	road (path)	ɸaj	ɸaj	ɸ a j		573	418
1401	Sharanawa	road (path)	ɸai	ɸai	ɸ a i		573	418
1402	Amawaka	road (path)	waʔi	waʔi	w a ʔ i		573	418
1403	Nawa	road (path)	ɸaj	ɸaj	ɸ a i		573	418
1404	Marinawa	road (path)	ɸaj	ɸaj	ɸ a j		573	418
1405	Yaminawa	road (path)	wai	wai	w a i		573	418
1406	Kashinawa_P	road (path)	βaj	βaj	β a j		573	418
1407	Kashinawa_B	road (path)	βai	βai	β a i		573	418
1087	Matses	root	tapun	tapun	t a p u n		577	422
1088	Matis	root	ʂuku	ʂuku	ʂ u k u		579	423
1089	Marubo	root	tapun	tapun	t a p u n		577	422
1090	Shipibo_Konibo	root	tapun	tapun	t a p u n		577	422
1091	Kapanawa	root	tapun	tapun	t a p u n		577	422
1092	Arara	root	tapu	tapu	t a p u		577	422
1093	Shanenawa	root	tapu	tapu	t a p u		577	422
1094	Yawanawa	root	tapun	tapun	t a p u n		577	422
1095	Poyanawa	root	tatʃa	tatʃa	t a tʃ a		578	422
1096	Iskonawa	root	tapũ	tapũ	t a p ũ		577	422
1097	Chakobo	root	tapunu	tapunu	t a p u n u		577	422
1098	Pakawara	root	tapunu	tapunu	t a p u n u		577	422
1099	Kakataibo	root	tapun	tapun	t a p u n		577	422
1100	Kaxarari	root	tʃipunu	tʃipunu	tʃ i p u n u		577	422
1101	Mastanawa	root	taʧa	taʧa	t a tʃ a		578	422
1102	Chaninawa	root	tapu	tapu	t a p u		577	422
1103	Sharanawa	root	tat͡ʃa	tat͡ʃa	t a tʃ a		578	422
1104	Amawaka	root	hi:	hi:	h iː		576	421
1105	Nawa	root	tapu	tapu	t a p u		577	422
1106	Marinawa	root	tapu	tapu	t a p u		577	422
1107	Yaminawa	root	tapu	tapu	t a p u		577	422
1108	Kashinawa_P	root	taʧa	taʧa	t a tʃ a		578	422
1109	Kashinawa_B	root	tatʃa	tatʃa	t a tʃ a		578	422
1854	Matses	rope (cord)	βuku	βuku	β u k u		584	426
1855	Matis	rope (cord)	nai	nai	n a i		583	424
1856	Marubo	rope (cord)	iʃi	iʃi	i ʃ i		580	424
1857	Katukina	rope (cord)	tukarasiβi	tukarasiβi	t u k a r a s i β i		582	425
1858	Shipibo_Konibo	rope (cord)	niʃi	niʃi	n i ʃ i		580	424
1859	Shipibo_Konibo	rope (cord)	risβi	risβi	r i s β i		581	425
1860	Kapanawa	rope (cord)	risβi	rispi	r i s p i		581	425
1861	Arara	rope (cord)	risĩ	risĩ	r i s ĩ		581	424
1862	Yawanawa	rope (cord)	rɨsβi	rɨsβi	r ɨ s β i		581	425
1863	Poyanawa	rope (cord)	risβɨ	risβi	r i s β i		581	425
1864	Iskonawa	rope (cord)	nishi	nishi	n i ʃ i		580	424
1865	Chakobo	rope (cord)	niʃi	niʃi	n i ʃ i		580	424
1866	Chakobo	rope (cord)	rispitʃi	rispitʃi	r i s p i tʃ i		581	425
1867	Pakawara	rope (cord)	taʃka	taʃka	t a ʃ k a		585	424
1868	Kakataibo	rope (cord)	nisi	nisi	n i s i		580	424
1869	Mastanawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1870	Chaninawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1871	Sharanawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1872	Amawaka	rope (cord)	niʃi	niʃi	n i ʃ i		580	424
1873	Nawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1874	Nawa	rope (cord)	ɾɨspi	ɾɨspi	ɾ ɨ s p i		581	425
1875	Marinawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1876	Yaminawa	rope (cord)	diʃi	diʃi	d i ʃ i		580	424
1877	Kashinawa_P	rope (cord)	dispi	dispi	d i s p i		581	425
1878	Kashinawa_P	rope (cord)	niʃi	niʃi	n i ʃ i		580	424
2110	Matses	rotten [log]	pisen	pisen	p i s e n		586	427
2111	Matis	rotten [log]	pisi	pisi	p i s i		586	427
2112	Marubo	rotten [log]	patu	patu	p a t u		589	427
2113	Katukina	rotten [log]	payu	payu	p a j u		589	427
2114	Shipibo_Konibo	rotten [log]	payu	payu	p a j u		589	427
2115	Kapanawa	rotten [log]	payu	payu	p a j u		589	427
2116	Arara	rotten [log]	tʃapu	tʃapu	tʃ a p u		587	428
2117	Shanenawa	rotten [log]	tʃaka	tʃaka	tʃ a k a		590	428
2118	Yawanawa	rotten [log]	tʃapu	tʃapu	tʃ a p u		587	428
2119	Nukini	rotten [log]	pisi	pisi	p i s i		586	427
2120	Chakobo	rotten [log]	βuaʂa	βuaʂa	β u a ʂ a		588	427
2121	Chakobo	rotten [log]	pisi	pisi	p i s i		586	427
2122	Kakataibo	rotten [log]	pisikɨ	pisikɨ	p i s i k ɨ		586	427
2123	Kaxarari	rotten [log]	patsa	patsa	p a ts a		586	427
2124	Mastanawa	rotten [log]	pisi	pisi	p i s i		586	427
2125	Chaninawa	rotten [log]	pisi	pisi	p i s i		586	427
2126	Sharanawa	rotten [log]	pisi	pisi	p i s i		586	427
2127	Amawaka	rotten [log]	pisi	pisi	p i s i		586	427
2128	Nawa	rotten [log]	pisi	pisi	p i s i		586	427
2129	Marinawa	rotten [log]	pisi	pisi	p i s i		586	427
2130	Yaminawa	rotten [log]	pisi	pisi	p i s i		586	427
2131	Kashinawa_P	rotten [log]	ʧapu	ʧapu	tʃ a p u		587	428
2132	Kashinawa_B	rotten [log]	tʃapu	tʃapu	tʃ a p u		587	428
2584	Matses	rub	da-ʂun	daʂun	d a ʂ u n		598	429
2585	Matis	rub	tɨkɨka	tɨkɨka	t ɨ k ɨ k a		594	429
2586	Marubo	rub	tuʃku	tuʃku	t u ʃ k u		597	429
2587	Shipibo_Konibo	rub	ʂɨyu	ʂɨyu	ʂ ɨ j u		600	430
2588	Kapanawa	rub	tuyu	tuyu	t u j u		595	430
2589	Kapanawa	rub	rɨnkɨ	rɨnkɨ	r ɨ n k ɨ		591	429
2590	Poyanawa	rub	haki	haki	h a k i		599	431
2591	Chakobo	rub	sinu	sinu	s i n u		592	430
2592	Chakobo	rub	masa	masa	m a s a		602	431
2593	Kakataibo	rub	tʃɨka	tʃɨka	tʃ ɨ k a		594	429
2594	Mastanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		591	429
2595	Chaninawa	rub	ɸiʃkia	ɸiʃkia	ɸ i ʃ k i a		593	429
2596	Sharanawa	rub	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a		591	429
2597	Amawaka	rub	tɨɾɨki	tɨɾɨki	t ɨ ɾ ɨ k i		591	429
2598	Nawa	rub	tɨɾaki	tɨɾaki	t ɨ ɾ a k i		591	429
2599	Marinawa	rub	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i		591	429
2600	Yaminawa	rub	lɨjuwi	lɨjuwi	l ɨ j u w i		601	432
2601	Kashinawa_P	rub	huʂwa	huʂwa	h u ʂʷ a		596	431
1879	Matses	salt	sa	sa	s a		606	433
1880	Matis	salt	sa	sa	s a		606	433
1881	Marubo	salt	katʃi	katʃi	k a tʃ i		609	435
1882	Shipibo_Konibo	salt	taʃi	taʃi	t a ʃ i		603	433
1883	Kapanawa	salt	taʃi	taʃi	t a ʃ i		603	433
1884	Arara	salt	buka	buka	b u k a		604	434
1885	Shanenawa	salt	ruʂan	ruʂan	r u ʂ a n		611	436
1886	Yawanawa	salt	βatanti	βatanti	β a t a n t i		612	437
1887	Poyanawa	salt	xau	xau	x/ʂ a u		606	433
1888	Iskonawa	salt	sari	sari	s a r i		606	433
1889	Chakobo	salt	tʃupara	tʃupara	tʃ u p a r a		605	433
1890	Pakawara	salt	yutʃi	yutʃi	j u tʃ i		610	435
1891	Kakataibo	salt	tasi	tasi	t a s i		603	433
1892	Kaxarari	salt	salu	salu	s a l u		606	433
1893	Mastanawa	salt	saw	saw	s a w		606	433
1894	Chaninawa	salt	sau	sau	s a u		606	433
1895	Sharanawa	salt	sau	sau	s a u		606	433
1896	Amawaka	salt	taʃi	taʃi	t a ʃ i		603	433
1897	Nawa	salt	taʃi	taʃi	t a ʃ i		603	433
1898	Marinawa	salt	taʃi	taʃi	t a ʃ i		603	433
1899	Yaminawa	salt	taʃi	taʃi	t a ʃ i		603	433
1900	Kashinawa_P	salt	sal	sal	s a l		608	433
1901	Kashinawa_B	salt	dɨβuʂa	dɨβuʂa	d ɨ β u ʂ a		607	433
1563	Matses	sand	masi	masi	m a s i		613	438
1564	Matis	sand	masi	masi	m a s i		613	438
1565	Marubo	sand	maʃi	maʃi	m a ʃ i		613	438
1566	Kanamari	sand	maʃaʃ	maʃaʃ	m a ʃ a ʃ		613	438
1567	Shipibo_Konibo	sand	maʃi	maʃi	m a ʃ i		613	438
1568	Kapanawa	sand	maʃi	maʃi	m a ʃ i		613	438
1569	Arara	sand	baʃi	baʃi	b a ʃ i		613	438
1570	Shanenawa	sand	maʂi	maʂi	m a ʂ i		613	438
1571	Yawanawa	sand	maʃi	maʃi	m a ʃ i		613	438
1572	Nukini	sand	mai	mai	m a i		613	438
1573	Poyanawa	sand	baʃi	baʃi	b a ʃ i		613	438
1574	Iskonawa	sand	maʃi	maʃi	m a ʃ i		613	438
1575	Chakobo	sand	maʂɨnɨ	maʂɨnɨ	m a ʂ ɨ n ɨ		613	438
1576	Pakawara	sand	maʃina	maʃina	m a ʃ i n a		613	438
1577	Kakataibo	sand	masi	masi	m a s i		613	438
1578	Kaxarari	sand	hɨnɨmaʂi	hɨnɨmaʂi	h ɨ n ɨ m a ʂ i		613	438
1579	Mastanawa	sand	majnhi	majnhi	m a j n h i		614	438
1580	Chaninawa	sand	maiɸi	maiɸi	m a i ɸ i		614	438
1581	Sharanawa	sand	mainɸi	mainɸi	m a i n ɸ i		614	438
1582	Amawaka	sand	maj	maj	m a i		613	438
1583	Nawa	sand	majɸi	majɸi	m a j ɸ i		614	438
1584	Marinawa	sand	ɨndɨmaj	ɨndɨmaj	ɨ ⁿd ɨ m a i		613	438
1585	Yaminawa	sand	baʃi	baʃi	b a ʃ i		613	438
1586	Kashinawa_P	sand	maʃi	maʃi	m a ʃ i		613	438
1587	Kashinawa_B	sand	maʂi	maʂi	m a ʂ i		613	438
3311	Matses	say	ke	ke	k e		616	440
3312	Matis	say	ke	ke	k e		616	440
3313	Marubo	say	iki	iki	i k i		616	440
3314	Shipibo_Konibo	say	yui	yui	j u i		615	439
3315	Kapanawa	say	yui	yui	j u i		615	439
3316	Arara	say	tsã	tsã	ts ã		616	440
3317	Shanenawa	say	ju	ju	j u		615	439
3318	Yawanawa	say	jui	jui	j u i		615	439
3319	Iskonawa	say	βana	βana	β a n a		618	442
3320	Chakobo	say	i	i	i		617	441
3321	Kakataibo	say	ka	ka	k a		616	440
3322	Kaxarari	say	huya	huya	h u j a		620	443
3323	Mastanawa	say	juwja	juwi	j u w i		615	439
3324	Chaninawa	say	juwi	jui	j u		615	439
3325	Sharanawa	say	juwi	juwi	j u w i		615	439
3326	Amawaka	say	juʔi	jui	j u i		615	439
3327	Nawa	say	juwi	juwi	j u w i		615	439
3328	Marinawa	say	juwi	jui	j u i		615	439
3329	Yaminawa	say	juwi	juwi	j u w i		615	439
3330	Kashinawa_P	say	juj	jui	j u i		615	439
3331	Kashinawa_P	say	ʧanja	ʧani	tʃ a n i		621	442
3332	Kashinawa_B	say	hãtʃa	hãtʃa	h ã tʃ a		619	443
2751	Matses	scratch [an itch]	ʃueʃka	ʃueʃka	ʃ u e ʃ k a		625	444
2752	Matis	scratch [an itch]	ʂɨkɨdke	ʂɨkɨdke	ʂ ɨ k ɨ d k e		626	444
2753	Marubo	scratch [an itch]	turɨska	turɨska	t u r ɨ s k a		625	444
2754	Katukina	scratch [an itch]	rani	rani	r a n i		624	446
2755	Shipibo_Konibo	scratch [an itch]	ʂua	ʂua	ʂ u a		622	444
2756	Kapanawa	scratch [an itch]	raβɨʂ	raβɨʂ	r a β ɨ ʂ		624	446
2757	Kapanawa	scratch [an itch]	ʂua	ʂua	ʂ u a		622	444
2758	Shanenawa	scratch [an itch]	ʂua	ʂua	ʂ u a		622	444
2759	Iskonawa	scratch [an itch]	ʧuɨh ʧuɨh ik	ʧuɨh ʧuɨh ik	tʃ u ɨ h tʃ u ɨ h i k		623	445
2760	Chakobo	scratch [an itch]	ʂua	ʂua	ʂ u a		622	444
2761	Kakataibo	scratch [an itch]	ʂua	ʂua	ʂ u a		622	444
2762	Mastanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		622	444
2763	Chaninawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		622	444
2764	Sharanawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		622	444
2765	Amawaka	scratch [an itch]	çuwa	çuwa	ç u w a		622	444
2766	Nawa	scratch [an itch]	ʂuwaj	ʂuwa	ʂ u w a		622	444
2767	Marinawa	scratch [an itch]	ʂu	ʂu	ʂ u		622	444
2768	Yaminawa	scratch [an itch]	ʂuwa	ʂuwa	ʂ u w a		622	444
2769	Kashinawa_P	scratch [an itch]	ʂwaj	ʂua	ʂ u a		622	444
2900	Matses	see	is	is	i s		628	448
2901	Matis	see	is	is	i s		628	448
2902	Marubo	see	win	uin	u i n		627	447
2903	Katukina	see	uin	uin	u i n		627	447
2904	Shipibo_Konibo	see	win	uin	u i n		627	447
2905	Kapanawa	see	his	his	h i s		628	448
2906	Arara	see	ũĩ	ũĩ	ũ ĩ		627	447
2907	Shanenawa	see	uin	uin	u i n		627	447
2908	Yawanawa	see	uin	uin	u i n		627	447
2909	Iskonawa	see	uin	uin	u i n		627	447
2910	Chakobo	see	his	his	h i s		628	448
2911	Pakawara	see	hispa	hispa	h i s p a		628	448
2912	Kakataibo	see	is	is	i s		628	448
2913	Kaxarari	see	waya	waya	w a j a		630	450
2914	Mastanawa	see	unwɨ	unwɨ	u n w ɨ		629	449
2915	Chaninawa	see	unwi	unwi	u n w i		629	449
2916	Sharanawa	see	ũw̃ĩ	ũw̃ĩ	ũ w ĩ		629	449
2917	Amawaka	see	iʔi	iʔin	i ʔ i n		627	447
2918	Nawa	see	ũwĩ	ũwĩ	ũ w ĩ		629	449
2919	Marinawa	see	unwɨ	unwɨ	u n w ɨ		629	449
2920	Yaminawa	see	unwɨ	unwɨ	u n w ɨ		629	449
2921	Kashinawa_P	see	uɨja	uɨja	u ɨ j a		627	450
2922	Kashinawa_B	see	uĩ	uĩ	u ĩ		627	447
1185	Matses	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1186	Matis	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1187	Marubo	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1188	Katukina	seed	hexhe	hexhe	h e x/ʂ e		631	451
1189	Kanamari	seed	hɨsɨ	hɨsɨ	h ɨ s ɨ		631	451
1190	Shipibo_Konibo	seed	βɨru	βɨru	β ɨ r u		632	452
1191	Kapanawa	seed	βɨru	βɨru	β ɨ r u		632	452
1192	Arara	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1193	Shanenawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1194	Yawanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1195	Nukini	seed	ɨhu	ɨhu	ɨ h u		631	451
1196	Poyanawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ		631	451
1197	Iskonawa	seed	ɨhɨ	ɨhɨ	ɨ h ɨ		631	451
1198	Chakobo	seed	βɨru	βɨru	β ɨ r u		632	452
1199	Pakawara	seed	βiru	βiru	β i r u		632	452
1200	Kakataibo	seed	βɨru	βɨru	β ɨ r u		632	452
1201	Kaxarari	seed	wanatu	wanatu	w a n a t u		633	453
1202	Mastanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1203	Chaninawa	seed	ɨʂi	ɨʂi	ɨ ʂ i		631	451
1204	Sharanawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1205	Amawaka	seed	hɨçɨ	hɨçɨ	h ɨ ç ɨ		631	451
1206	Nawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1207	Marinawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1208	Yaminawa	seed	ɨʂɨ	ɨʂɨ	ɨ ʂ ɨ		631	451
1209	Kashinawa_P	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		631	451
1210	Kashinawa_B	seed	hɨʂɨ	hɨʂɨ	h ɨ ʂ ɨ		631	451
2882	Matses	sew	tuska	tuska	t u s k a		639	458
2883	Matis	sew	kunkun	kunkun	k u n k u n		638	457
2884	Marubo	sew	nuʂɨ	nuʂɨ	n u ʂ ɨ		637	454
2885	Katukina	sew	tariraru	tariraru	t a r i r a r u		636	456
2886	Shipibo_Konibo	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ		634	454
2887	Kapanawa	sew	kɨʂɨ	kɨʂɨ	k ɨ ʂ ɨ		634	454
2888	Yawanawa	sew	ʂɨwa	ʂɨwa	ʂ ɨ w a		634	454
2889	Iskonawa	sew	hɨwa	hɨwa	h ɨ w a		634	454
2890	Chakobo	sew	kɨʂa	kɨʂa	k ɨ ʂ a		634	454
2891	Kakataibo	sew	unu	unu	u n u		635	455
2892	Mastanawa	sew	ɨʔɨʃi	ɨʔɨʃi	ɨ ʔ ɨ ʃ i		634	454
2893	Chaninawa	sew	ikɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ		634	454
2894	Sharanawa	sew	ikɨʂɨi	ikɨʂɨ	i k ɨ ʂ ɨ		634	454
2895	Amawaka	sew	kɨçɨi	kɨçɨ	k ɨ ç ɨ		634	454
2896	Nawa	sew	ɨkɨʂɨ	ikɨʂɨ	i k ɨ ʂ ɨ		634	454
2897	Marinawa	sew	ikɨʃi	ikɨʃi	i k ɨ ʃ i		634	454
2898	Yaminawa	sew	kɨʃiwa	kɨʃiwa	k ɨ ʃ i w a		634	454
2899	Kashinawa_P	sew	kɨʂɨa	kɨʂɨ	k ɨ ʂ ɨ		634	454
3452	Matses	sharp [knife]	kuɨnu	kuɨnu	k u ɨ n u		640	459
3453	Matis	sharp [knife]	tʃimu	tʃimu	tʃ i m u		644	462
3454	Marubo	sharp [knife]	kɨwan	kɨwan	k ɨ w a n		643	459
